game_dates,pitcher_hm,pitcher_aw,hitman_hm_1,hitman_hm_2,hitman_hm_3,hitman_hm_4,hitman_hm_5,hitman_hm_6,hitman_hm_7,hitman_hm_8,hitman_hm_9,hitman_aw_1,hitman_aw_2,hitman_aw_3,hitman_aw_4,hitman_aw_5,hitman_aw_6,hitman_aw_7,hitman_aw_8,hitman_aw_9,winner,gameId,homeTeamCode,awayTeamCode,hm_R,hm_h,hm_e,hm_b,aw_R,aw_h,aw_e,aw_b
20230404,69446,52720,50458,62404,51463,74540,75334,66838,75566,66409,52415,76849,68743,69737,79192,53712,66704,53764,78288,50709,HOME,20230404HHSS02023,SS,HH,7,9,1,2,6,9,1,7
20230405,65320,50126,74163,67304,65898,50350,78135,64984,79456,64346,53312,66108,68119,76290,53123,79109,79365,69102,78168,62415,HOME,20230405LGWO02023,WO,LG,2,7,1,2,1,6,2,4
20230405,51264,68902,79231,79240,53211,78224,76232,63257,63123,51203,67207,62907,62244,79215,53955,77532,74465,68904,51907,62934,AWAY,20230405NCOB02023,OB,NC,3,8,1,4,9,14,0,8
20230406,77446,52701,64610,62404,75566,74540,75334,66838,65040,66409,52415,63704,68743,69737,79192,53712,66715,53764,78288,50709,AWAY,20230406HHSS02023,SS,HH,1,5,1,2,8,8,0,6
20230406,51359,51143,74163,67304,67341,50350,78135,65898,79456,64346,64984,66108,68119,76290,53123,79109,79365,69102,78168,62415,AWAY,20230406LGWO02023,WO,LG,0,5,0,5,5,8,0,7
20230406,51230,53996,79231,79240,53211,78224,76232,63257,63123,64153,67207,77532,64101,67905,79215,68904,74465,62244,51907,69995,HOME,20230406NCOB02023,OB,NC,6,8,0,4,2,11,2,5
20230407,62363,64001,50202,79608,52547,78513,69517,68525,62931,61102,50500,64004,68050,52009,75125,78548,76313,64868,73113,79402,AWAY,20230407KTLT02023,LT,KT,1,6,1,0,7,13,1,3
20230407,53664,69045,64646,62234,52630,72443,69727,65610,64560,63722,66614,79231,79240,53211,78224,76232,64153,63257,63123,67207,AWAY,20230407OBHT02023,HT,OB,1,6,4,3,4,8,2,2
20230407,79764,60841,63704,68743,69737,79192,53712,66704,76849,66707,50709,51817,50854,75847,76267,53827,62895,67893,60558,76812,AWAY,20230407SKHH02023,HH,SK,3,8,1,5,7,9,1,10
20230407,69103,68415,66108,68119,76290,53123,69102,79365,77564,78168,62415,50458,62404,51463,75566,75334,78122,64610,66409,52415,HOME,20230407SSLG02023,LG,SS,7,11,0,7,2,4,0,0
20230407,53913,68341,69995,62244,79215,77532,74465,68904,51907,64101,66965,67304,65898,67341,50350,79456,64984,51344,64346,63920,HOME,20230407WONC02023,NC,WO,2,4,0,2,0,4,0,0
20230408,50157,50404,66108,68119,76290,69102,77564,78168,68110,66112,62415,62404,66838,51463,75566,74540,64610,75334,66409,52415,HOME,20230408SSLG02023,LG,SS,2,4,1,4,1,6,0,5
20230408,65764,77829,68700,68743,69737,79192,53712,66704,63700,78288,78756,51817,50854,75847,76267,53827,62895,67893,50820,62864,AWAY,20230408SKHH02023,HH,SK,5,9,1,8,7,12,0,8
20230408,65933,69343,69995,64101,79215,77532,74465,68904,51907,67905,64022,74163,78135,67341,50350,67304,64340,64984,53344,63920,HOME,20230408WONC02023,NC,WO,11,15,2,4,5,13,0,4
20230408,50558,52043,50202,79608,52547,68525,78513,61102,60523,62931,50500,64004,68050,52009,75125,78548,76313,64868,60566,79402,AWAY,20230408KTLT02023,LT,KT,3,8,1,3,7,10,1,3
20230408,51648,67263,64646,64560,52630,72443,69727,65610,65653,66354,66614,67207,79240,63123,78224,76232,64153,69203,63202,79231,HOME,20230408OBHT02023,HT,OB,7,12,0,5,6,11,2,7
20230409,67539,65516,50500,53554,52547,78513,79608,68525,69517,61102,62931,64868,68050,52009,75125,78548,76313,64004,73113,79402,HOME,20230409KTLT02023,LT,KT,5,12,0,6,3,7,0,2
20230409,53645,68220,64646,64560,52630,72443,65610,69727,65653,66354,66614,79231,79240,64153,78224,76232,53211,63123,51203,69203,AWAY,20230409OBHT02023,HT,OB,2,7,2,5,3,6,2,7
20230409,52720,53833,68700,78756,69737,79192,53712,66704,63700,78288,50709,51817,50854,75847,76267,53827,62895,67893,50820,76812,AWAY,20230409SKHH02023,HH,SK,0,3,2,4,3,5,0,3
20230409,52145,52457,66108,68119,76290,69102,77564,78168,79365,68110,62415,62404,50458,51463,74540,75334,75566,78122,67449,52415,HOME,20230409SSLG02023,LG,SS,3,10,0,4,2,9,1,3
20230409,69962,53375,69995,62907,79215,77532,68904,62244,64101,51991,50902,74163,67304,67341,50350,65898,78135,64984,79456,63920,HOME,20230409WONC02023,NC,WO,6,9,3,7,1,6,3,2
20230411,51264,65320,79231,79240,64153,78224,76232,53211,63123,69203,67207,67304,78135,67341,50350,50357,52348,79456,51344,68346,HOME,20230411WOOB02023,OB,WO,6,11,0,3,4,11,1,1
20230411,69446,50859,62404,51463,75566,74540,75334,66838,52415,64610,66409,51817,50854,75847,76267,53827,62895,67893,50820,62864,AWAY,20230411SKSS02023,SS,SK,4,8,0,3,5,11,0,3
20230411,68902,53040,62907,62244,79215,77532,74465,68904,51907,69995,64101,64004,68050,52009,75125,78548,76313,64868,73113,79402,HOME,20230411KTNC02023,NC,KT,1,4,1,1,0,8,0,1
20230411,77637,50720,64560,62234,52630,65610,72443,65653,66614,63722,64646,68700,68743,69737,79192,66715,66704,53712,66707,50709,AWAY,20230411HHHT02023,HT,HH,4,10,1,2,5,9,0,5
20230411,52528,53139,50500,50202,52547,78513,69517,68525,62931,61102,69453,66108,68119,76290,53123,69102,77564,79365,78168,62415,HOME,20230411LGLT02023,LT,LG,6,9,2,4,5,11,4,9
20230412,53664,52701,62234,64646,52630,65610,72443,69727,65653,63260,63722,63704,68743,69737,79192,66715,66704,53712,78288,53764,HOME,20230412HHHT02023,HT,HH,2,4,0,5,0,4,1,2
20230412,51948,64001,62907,62244,79215,77532,74465,68904,51907,64101,69995,64004,68050,52009,75125,78548,76313,64868,73113,79402,HOME,20230412KTNC02023,NC,KT,5,10,0,2,1,6,0,3
20230412,64021,51143,50202,53554,52547,78513,79608,69517,68525,61102,62931,66108,68119,76290,53123,69102,77564,79365,78168,62415,AWAY,20230412LGLT02023,LT,LG,8,11,0,3,12,15,1,6
20230412,77446,62869,62404,51463,75566,74540,64610,66838,75334,66409,50458,51817,50854,53827,75847,76267,60558,67893,50820,76812,AWAY,20230412SKSS02023,SS,SK,0,8,1,1,3,6,0,4
20230413,51230,68341,79231,79240,64153,78224,76232,53211,63123,63202,67207,67304,78135,67341,50350,50357,52348,64346,51344,79456,AWAY,20230413WOOB02023,OB,WO,2,8,0,1,9,12,0,10
20230413,68415,60841,62404,50458,51463,75566,75334,66838,78122,68463,52415,51817,50854,75847,76267,53827,62895,67893,50820,76812,HOME,20230413SKSS02023,SS,SK,11,10,0,9,9,18,2,3
20230413,51648,79764,62234,64646,52630,65610,72443,78603,65653,63260,66354,68700,68743,69737,79192,66704,78288,63700,78756,50709,AWAY,20230413HHHT02023,HT,HH,1,10,0,2,5,8,1,9
20230413,53913,64768,62907,62244,79215,77532,74465,68904,51991,64101,51907,64004,68050,52009,75125,64007,62558,60566,53036,79402,AWAY,20230413KTNC02023,NC,KT,3,8,5,2,10,14,0,5
20230413,62363,69103,50202,69517,52547,78513,68525,79608,62931,61102,53554,66108,68119,76290,53123,69102,77564,79365,78168,62415,HOME,20230413LGLT02023,LT,LG,8,11,1,7,7,10,1,6
20230414,52043,65764,64004,68050,52009,75125,78548,64007,76313,73113,79402,68700,68743,69737,79192,66704,53712,78288,78756,50709,DRAW,20230414HHKT02023,KT,HH,7,14,2,4,7,13,0,8
20230414,69343,53645,74163,78135,67341,67304,64346,53344,50357,51344,64984,64560,64646,52630,65610,69727,78603,62234,63260,63722,HOME,20230414HTWO02023,WO,HT,9,15,1,6,2,7,0,2
20230414,50404,50558,62404,50458,51463,74540,75334,66838,75566,66409,52415,50202,69517,52547,78513,79608,68525,62931,68518,53554,HOME,20230414LTSS02023,SS,LT,9,8,1,11,7,12,1,3
20230414,53898,69962,51817,50854,75847,76267,53827,62895,67893,50820,62864,62907,62244,79215,77532,74465,68904,51907,64101,69995,HOME,20230414NCSK02023,SK,NC,2,5,1,2,1,4,0,3
20230414,50157,69045,66108,68119,76290,53123,69102,77564,66112,78168,62415,79240,79231,64153,78224,76232,53211,69203,74206,67207,HOME,20230414OBLG02023,LG,OB,13,14,2,5,4,9,4,5
20230415,65516,52720,64004,68050,52009,75125,64007,62558,62556,53036,79402,63704,68743,69737,79192,53712,66715,66707,53764,68700,AWAY,20230415HHKT02023,KT,HH,2,8,2,2,7,10,0,8
20230415,53375,53613,74163,78135,67341,67304,50357,53344,64346,51344,64984,62234,64646,52630,72443,65610,78603,64560,65653,66354,HOME,20230415HTWO02023,WO,HT,6,6,2,7,1,8,0,1
20230415,52457,67539,62404,52415,51463,74540,75334,66838,75566,50458,66409,50202,69517,61102,52547,79608,53554,68525,69453,62802,AWAY,20230415LTSS02023,SS,LT,5,11,1,5,9,14,2,6
20230415,53833,65933,60558,50854,53827,75847,76267,71837,67893,76802,76812,62907,69995,79215,77532,74465,68904,67905,51907,64022,AWAY,20230415NCSK02023,SK,NC,0,3,0,1,1,1,1,7
20230415,52145,68220,66108,68119,76290,53123,69102,77564,79365,78168,62415,79240,79231,64153,78224,76232,53211,63123,69203,67207,HOME,20230415OBLG02023,LG,OB,3,6,1,3,1,3,2,3
20230416,61101,51264,66108,68119,76290,53123,69102,77564,79365,79150,68110,79231,66209,64153,78224,76232,69203,63123,51203,67207,AWAY,20230416OBLG02023,LG,OB,5,7,1,4,10,12,0,9
20230416,50859,68902,51817,50854,75847,76267,53827,67893,60558,50820,62864,62907,64101,79215,74465,68904,67905,51907,64022,51996,AWAY,20230416NCSK02023,SK,NC,5,7,3,6,10,12,1,12
20230416,69446,52528,62404,52415,51463,74540,75566,75334,66409,50458,64407,50202,53554,69517,52547,79608,62931,61102,69453,62802,HOME,20230416LTSS02023,SS,LT,9,13,0,5,1,7,1,2
20230416,53040,50720,64004,68050,52009,75125,78548,62558,73113,53036,79402,63704,68743,69737,79192,53712,78288,66715,78756,53764,HOME,20230416HHKT02023,KT,HH,14,15,1,5,2,10,1,2
20230416,65320,77637,74163,78135,67341,67304,64346,79456,50357,51344,64984,62234,61353,52630,72443,65610,78603,64560,63722,64646,HOME,20230416HTWO02023,WO,HT,2,6,0,5,0,5,0,2
20230418,64021,53664,50202,69517,52547,78513,79608,62931,68525,61102,53554,62234,64560,52630,65610,72443,78603,63260,63722,64646,HOME,20230418HTLT02023,LT,HT,7,9,1,5,5,11,1,6
20230418,51143,51948,66108,68119,76290,53123,69102,77564,79365,78168,62415,62907,64101,79215,77532,68904,67905,51907,64022,66965,AWAY,20230418NCLG02023,LG,NC,4,7,1,3,6,8,1,8
20230418,52701,67263,63704,68743,69737,79192,53712,78288,66715,50709,53764,79231,66209,64153,76232,69203,63123,53211,51203,67207,AWAY,20230418OBHH02023,HH,OB,0,2,2,3,2,4,0,6
20230418,64001,62869,64004,68050,52009,75125,78548,62558,73113,62556,79402,51817,50854,75847,76267,53827,62895,67893,50820,76812,HOME,20230418SKKT02023,KT,SK,4,11,0,5,2,7,1,4
20230418,51359,77446,67304,51344,67341,78135,50350,50357,53344,64346,53303,62404,50458,51463,74540,75334,52415,66409,64469,64407,AWAY,20230418SSWO02023,WO,SS,4,6,0,0,6,8,0,5
20230419,62363,51648,50202,69517,52547,78513,79608,62931,68525,61102,53554,62234,64560,52630,65610,72443,78603,61353,66354,64646,AWAY,20230419HTLT02023,LT,HT,0,6,0,4,6,13,1,3
20230419,69103,53913,66108,68119,76290,53123,69102,77564,79365,78168,62415,62907,77532,79215,74465,68904,67905,51907,64022,64101,HOME,20230419NCLG02023,LG,NC,7,10,0,7,5,13,2,2
20230419,79764,51230,68700,68743,69737,79192,66704,53712,78288,52705,50709,79231,66209,64153,76232,69203,63123,53211,79240,67207,HOME,20230419OBHH02023,HH,OB,7,7,1,7,6,10,0,1
20230419,65056,60841,64004,79402,68050,75125,78548,62558,73113,62556,67005,50854,53827,51817,75847,76267,67893,62895,50820,62864,HOME,20230419SKKT02023,KT,SK,5,11,0,1,2,7,1,3
20230419,68341,51460,67304,53344,67341,78135,50350,51344,74163,79456,65586,62404,50458,51463,75566,75334,52415,66409,69428,64407,AWAY,20230419SSWO02023,WO,SS,5,6,0,10,9,16,0,3
20230420,69343,50404,67304,74163,67341,78135,50350,51344,50357,53344,64346,62404,51463,75566,74540,75334,52415,66409,50458,69416,HOME,20230420SSWO02023,WO,SS,6,11,1,2,1,10,1,2
20230420,52043,53898,64004,68050,52009,75125,78548,73113,62556,67005,79402,51817,50854,75847,53827,71837,60558,67893,76802,62864,AWAY,20230420SKKT02023,KT,SK,5,7,0,9,8,12,1,4
20230420,50157,69962,66108,68119,77564,53123,69102,79365,66112,78168,62415,77532,67905,79215,63905,62934,51907,64022,66965,67900,HOME,20230420NCLG02023,LG,NC,9,14,1,5,4,12,1,4
20230420,50558,53645,50202,53554,69517,52547,78513,62931,62802,68525,68518,62234,64560,52630,65610,72443,78603,61353,66354,64646,HOME,20230420HTLT02023,LT,HT,5,6,0,6,3,7,1,6
20230420,65764,69045,63704,68743,69737,79192,53712,66704,66715,66707,78756,66209,50293,64153,76232,79240,53211,63123,63202,67207,AWAY,20230420OBHH02023,HH,OB,1,8,1,0,5,8,0,6
20230421,68220,65516,66209,79240,64153,78224,76232,53211,63123,50293,67207,64004,68050,52009,75125,50066,79402,53058,62556,53036,HOME,20230421KTOB02023,OB,KT,10,12,1,4,6,7,2,8
20230421,52720,52145,63704,68743,69737,79192,66704,52705,78288,53764,50709,66108,68119,76290,53123,69102,77564,79365,78168,62415,AWAY,20230421LGHH02023,HH,LG,2,7,3,2,4,9,0,7
20230421,65933,67539,62907,67905,79215,77532,62934,68904,66965,64022,51907,50202,69517,78513,52547,79608,62931,68525,61102,53554,AWAY,20230421LTNC02023,NC,LT,2,5,2,5,3,7,0,4
20230421,53613,77927,62234,61353,52630,72443,69727,65653,66614,63722,64646,62404,50458,51463,74540,75566,75334,52415,64469,67449,HOME,20230421SSHT02023,HT,SS,5,9,0,7,4,10,0,6
20230421,77829,53375,51817,50854,75847,53827,62895,67893,76267,50820,62864,67304,74163,67341,78135,50350,51344,65586,53344,68346,HOME,20230421WOSK02023,SK,WO,3,9,1,1,1,4,0,4
20230422,51264,53040,50293,79240,64153,78224,76232,53211,63123,51203,79231,64004,68050,52009,78548,64007,50066,79402,62556,60566,HOME,20230422KTOB02023,OB,KT,5,11,1,0,1,10,1,1
20230422,50720,61101,68700,63704,69737,79192,66715,78288,53712,53764,50709,66108,68119,76290,53123,69102,79150,79365,78168,62415,AWAY,20230422LGHH02023,HH,LG,0,3,1,4,3,8,1,5
20230422,68902,52528,62907,67905,79215,77532,62934,68904,51907,64022,66965,50202,50500,69517,78513,68525,62931,61102,62802,53554,AWAY,20230422LTNC02023,NC,LT,6,11,5,6,10,9,1,4
20230422,77637,69446,62234,61353,52630,72443,78603,64560,69727,63722,64646,62404,50458,51463,75566,74540,75334,52415,68407,66409,HOME,20230422SSHT02023,HT,SS,6,8,0,2,2,6,0,6
20230422,53833,65320,51817,50854,75847,53827,62895,76267,76802,50820,62864,67304,78135,67341,50350,51344,64984,65586,74163,79456,HOME,20230422WOSK02023,SK,WO,3,10,1,1,2,7,0,1
20230423,60768,51143,68700,63704,69737,79192,64266,69766,68743,66707,78756,66108,68119,76290,53123,69102,79150,79365,78168,62415,HOME,20230423LGHH02023,HH,LG,7,10,1,3,6,8,1,9
20230423,50859,67603,71837,50854,75847,53827,60558,76802,67893,69802,51865,67304,78135,67341,50350,64984,51344,50357,79456,63920,HOME,20230423WOSK02023,SK,WO,9,11,2,8,7,13,0,6
20230423,53664,77446,62234,64560,52630,72443,78603,69727,65653,63722,64646,62404,50458,51463,75566,74540,64469,52415,66409,64407,HOME,20230423SSHT02023,HT,SS,5,12,1,2,3,6,0,3
20230423,67263,64001,50293,51203,64153,78224,76232,53211,63123,79240,79231,64868,64004,52009,75125,78548,68050,73113,60566,79402,DRAW,20230423KTOB02023,OB,KT,1,10,1,2,1,7,1,3
20230423,51948,64021,62907,67905,79215,77532,62934,68904,66965,64022,50902,50202,50500,79608,52547,62931,61102,68525,62802,53554,AWAY,20230423LTNC02023,NC,LT,3,9,1,3,5,7,1,6
20230425,68341,65056,74163,67304,67341,50350,78135,50357,64984,51344,79456,64004,68050,52009,75125,78548,64007,64504,60566,79402,HOME,20230425KTWO02023,WO,KT,1,7,2,3,0,1,1,2
20230425,51648,53913,62234,64560,52630,72443,78603,61353,65610,66354,66614,62907,67905,79215,77532,62934,51907,68904,66965,62244,AWAY,20230425NCHT02023,HT,NC,0,4,1,1,6,9,0,9
20230425,69103,62869,66108,68119,79109,53123,69102,77564,79365,78168,62415,51817,50854,75847,53827,62895,76267,67893,50820,62864,HOME,20230425SKLG02023,LG,SK,5,14,2,4,4,12,0,5
20230426,50404,69045,50458,51463,62404,75566,74540,75334,68407,52415,67449,79231,66209,64153,78224,76232,53211,63123,79240,67207,HOME,20230426OBSS02023,SS,OB,1,3,0,3,0,7,2,4
20230426,50558,79764,50202,50500,69517,52547,78513,79608,62931,68525,61102,63704,68743,69737,79192,64266,78288,69766,53764,78756,HOME,20230426HHLT02023,LT,HH,8,13,0,3,1,7,0,5
20230426,69343,52043,74163,78135,67341,50350,67304,51344,53344,52348,50357,64004,79402,52009,75125,68050,64007,73113,50066,62556,HOME,20230426KTWO02023,WO,KT,13,13,0,9,2,9,1,3
20230426,53645,69962,64560,61353,78603,72443,52630,65610,69727,66354,66614,62907,62244,79215,77532,67905,51907,63905,66965,64101,HOME,20230426NCHT02023,HT,NC,6,8,0,5,0,7,0,3
20230426,50157,53898,66108,68119,79109,53123,69102,77564,66112,78168,62415,51817,50854,75847,53827,71837,60558,67893,76802,62864,AWAY,20230426SKLG02023,LG,SK,3,6,0,3,5,10,2,4
20230427,52145,77829,66108,68119,79109,53123,69102,77564,79365,68110,62415,51817,50854,75847,53827,76267,62895,60558,67893,62864,HOME,20230427SKLG02023,LG,SK,6,12,2,6,3,6,1,5
20230427,53613,65933,64560,78603,52630,72443,65610,69727,63260,63722,66614,62907,69995,79215,77532,67905,62934,51907,68904,64022,HOME,20230427NCHT02023,HT,NC,5,5,1,2,0,6,0,3
20230427,77927,51230,50458,51463,62404,74540,75334,52415,52430,52405,67449,79231,66209,64153,78224,76232,53211,63123,51203,79240,HOME,20230427OBSS02023,SS,OB,7,9,0,3,6,8,1,3
20230427,67539,65764,50202,50500,69517,52547,78513,79608,62931,68525,61102,63704,66704,69737,79192,68743,78288,69766,53764,50709,HOME,20230427HHLT02023,LT,HH,3,6,0,5,0,4,0,1
20230427,53375,64768,74163,67304,67341,50350,75566,78135,51344,52348,53344,64868,68050,52009,75125,78548,64504,79402,60566,67005,HOME,20230427KTWO02023,WO,KT,3,10,1,1,1,8,1,8
20230428,61101,77637,66108,68119,79109,53123,76290,69102,79365,77564,62415,62234,61353,78603,72443,65610,52630,64560,63722,64646,AWAY,20230428HTLG02023,LG,HT,3,13,1,5,4,8,0,3
20230428,52720,68902,63704,53764,69737,79192,68743,78288,66706,64266,68700,77532,62244,62907,79215,67905,62934,68904,51907,69995,AWAY,20230428NCHH02023,HH,NC,4,9,0,4,6,9,0,5
20230428,53833,51264,51817,50854,75847,53827,60558,62895,76802,67893,51865,79240,69203,64153,76232,63123,64086,74206,63202,79231,HOME,20230428OBSK02023,SK,OB,4,5,1,4,1,6,2,5
20230428,53040,52457,64868,64004,52009,75125,68050,78548,73113,60566,79402,50458,51463,62404,74540,75334,52415,52430,69428,67449,AWAY,20230428SSKT02023,KT,SS,9,13,1,3,10,15,1,8
20230428,52528,65320,50202,50500,69517,52547,79608,62931,61102,69453,53554,74163,78135,67341,50350,75566,51344,64984,52348,79456,HOME,20230428WOLT02023,LT,WO,5,9,0,3,2,13,0,5
20230429,51143,53664,66108,68119,79109,53123,76290,69102,79365,78168,62415,62234,61353,78603,72443,65610,52630,64560,63722,64646,AWAY,20230429HTLG02023,LG,HT,3,9,3,5,6,11,0,7
20230429,50720,51948,63704,53764,69737,79192,68743,66707,66706,64266,68700,77532,69995,79215,68904,62934,62244,67905,51907,66965,AWAY,20230429NCHH02023,HH,NC,2,5,0,4,3,9,0,7
20230429,50859,67263,51817,76267,75847,53827,62895,50820,67893,68805,51865,79231,69203,64153,78224,76232,53211,63123,79240,51203,HOME,20230429OBSK02023,SK,OB,10,10,2,9,4,8,2,6
20230429,64001,69446,64868,67005,52009,75125,68050,78548,64504,62556,79402,50458,51463,62404,74540,75334,52415,78122,68407,67449,AWAY,20230429SSKT02023,KT,SS,2,10,1,3,3,11,0,2
20230430,65056,77446,67005,68050,52009,78548,62558,76313,64868,64504,62556,52415,51463,62404,74540,75334,66409,52430,68463,53400,AWAY,20230430SSKT02023,KT,SS,0,5,0,8,1,7,1,1
20230430,62363,68341,50202,53554,69517,52547,78513,79608,68525,61102,69453,74163,67304,67341,50350,75566,64346,67363,64984,79456,HOME,20230430WOLT02023,LT,WO,5,11,0,1,3,9,1,3
20230430,60841,68220,51817,76267,75847,53827,62895,50820,76802,68805,62864,79231,66209,64153,78224,76232,51203,79240,53211,63123,AWAY,20230430OBSK02023,SK,OB,0,3,0,1,2,7,0,4
20230430,52701,53913,68700,66657,69737,79192,78288,66707,66704,69766,78756,77532,69995,62907,62934,67905,62244,68904,51907,66965,AWAY,20230430NCHH02023,HH,NC,1,2,0,4,4,8,1,3
20230430,69103,51648,66108,68119,76290,53123,79109,69102,77564,79365,62415,62234,61353,78603,72443,65610,52630,64560,66354,64646,AWAY,20230430HTLG02023,LG,HT,8,14,3,9,12,11,0,6
20230502,69045,79764,79231,50293,64153,78224,76232,79240,53211,63123,67207,68700,68743,69737,79192,66704,66706,66657,66707,78756,HOME,20230502HHOB02023,OB,HH,3,7,1,7,0,5,1,2
20230502,62869,52043,51817,76802,76267,53827,60558,62895,51865,53844,67893,79402,67005,52009,78548,62558,73113,64504,69064,66702,AWAY,20230502KTSK02023,SK,KT,4,9,1,0,11,17,0,2
20230502,69962,69108,77532,69995,62907,79215,62934,67905,63905,62244,51907,66108,68119,76290,53123,79109,69102,77564,79365,62415,AWAY,20230502LGNC02023,NC,LG,3,6,0,2,5,8,2,10
20230502,53645,64021,62234,61353,78603,72443,65610,52630,64560,66354,64646,53554,69517,52547,78513,79608,62931,68525,61102,62802,AWAY,20230502LTHT02023,HT,LT,4,11,0,7,7,11,0,3
20230502,50404,69343,52415,51463,62404,74540,75334,78122,66409,68407,53400,67341,78135,67304,50350,75566,52348,74163,51344,53344,AWAY,20230502WOSS02023,SS,WO,0,5,1,5,4,10,0,2
20230503,51230,65764,79231,50293,64153,78224,79240,53211,63202,68205,67207,68700,68743,69737,79192,66715,78288,53764,78756,63704,AWAY,20230503HHOB02023,OB,HH,3,2,2,5,8,14,1,8
20230503,77829,50030,51817,76267,75847,53827,62895,67893,50820,68805,62864,67005,79402,64004,78548,73113,76313,64007,64504,66702,HOME,20230503KTSK02023,SK,KT,5,11,1,2,3,14,1,3
20230503,65933,52145,77532,69995,62907,79215,67905,63905,51907,66965,64022,66108,68119,76290,53123,79109,69102,77564,79365,62415,AWAY,20230503LGNC02023,NC,LG,1,3,1,2,2,6,0,3
20230503,53613,67539,62234,61353,78603,72443,52630,69727,63260,63722,64646,50202,53554,78513,52547,79608,68525,61102,67504,69453,HOME,20230503LTHT02023,HT,LT,10,12,0,6,2,7,0,5
20230503,75421,53375,51463,50458,62404,75334,78122,66409,68407,52430,52415,67341,52348,67304,50350,75566,78135,64346,51344,79456,AWAY,20230503WOSS02023,SS,WO,1,6,0,0,4,6,0,5
20230504,53833,53040,51817,76267,75847,53827,62895,67893,62884,60558,51865,67005,79402,64004,78548,64007,62558,69064,50007,66702,HOME,20230504KTSK02023,SK,KT,10,12,1,5,2,8,1,3
20230504,52457,65320,51463,50458,62404,75334,78122,64610,66409,69428,52415,67341,52348,67304,50350,75566,78135,53344,51344,74163,HOME,20230504WOSS02023,SS,WO,14,15,0,5,1,6,2,4
20230504,53233,52720,50293,79231,64153,78224,79240,53211,63202,63123,68205,63704,68743,69737,79192,66715,78288,53764,78756,66706,AWAY,20230504HHOB02023,OB,HH,3,10,1,6,10,11,0,7
20230505,78148,50859,67341,75566,67304,50350,78135,52348,69332,51344,79456,51817,76267,75847,53827,62895,67893,62884,60558,62864,AWAY,20230505SKWO02023,WO,SK,1,6,0,0,3,6,0,4
20230506,68341,60841,67341,52348,67304,50350,75566,64346,69332,67363,79456,51817,76267,75847,53827,62895,67893,62884,60558,62864,AWAY,20230506SKWO02023,WO,SK,1,4,0,4,2,8,0,0
20230507,68220,69103,79231,79240,53211,78224,76232,64153,50293,63123,67207,66108,68119,76290,53123,79109,69102,77564,79365,62415,AWAY,20230507LGOB02023,OB,LG,1,8,0,0,11,12,0,5
20230507,69343,53898,67341,67304,50350,75566,78135,52348,67363,53344,74163,69802,67893,75847,53827,76267,60558,76802,51865,68805,AWAY,20230507SKWO02023,WO,SK,6,11,3,6,7,14,3,4
20230507,52701,65056,68700,68743,69737,79192,66715,78288,66657,78756,69766,67005,64868,52009,68050,64007,62558,73113,69064,79402,HOME,20230507KTHH02023,HH,KT,6,9,1,4,2,4,1,7
20230509,52043,53913,67005,64868,52009,68050,73113,62558,64007,69064,79402,77532,62907,79215,53955,63963,62244,69995,68904,51907,AWAY,20230509NCKT02023,KT,NC,4,8,3,5,16,22,0,8
20230509,50558,69045,50202,69517,52547,78513,79608,62931,68525,61102,53554,79231,53211,78224,76232,64153,79240,50293,64468,67207,AWAY,20230509OBLT02023,LT,OB,2,6,0,0,5,11,1,1
20230509,77637,77829,62234,64560,78603,72443,52630,69727,63260,63722,64646,51817,76267,71837,75847,60558,62895,67893,76802,62864,HOME,20230509SKHT02023,HT,SK,3,9,1,2,0,6,0,1
20230509,65764,50404,63704,68743,69737,79192,66715,78756,53764,66707,66706,51463,64610,62404,74540,75334,78122,50458,52415,66409,AWAY,20230509SSHH02023,HH,SS,1,7,0,1,9,11,0,6
20230509,52145,53375,66108,68119,76290,53123,79109,69102,77564,79365,62415,67341,78135,67304,50350,75566,67363,52348,74163,79456,HOME,20230509WOLG02023,LG,WO,5,13,0,7,4,8,0,3
20230510,50030,68902,67005,64868,52009,68050,64007,62558,73113,79402,64014,77532,62907,79215,53955,63963,62244,69995,68904,51907,AWAY,20230510NCKT02023,KT,NC,7,5,1,4,8,12,2,5
20230510,52528,67263,53554,69517,78513,52547,79608,62931,62802,61102,52591,79231,53211,78224,76232,64153,79240,50293,64468,67207,HOME,20230510OBLT02023,LT,OB,3,7,0,1,0,2,0,2
20230510,53664,64861,62234,61353,78603,72443,52630,69727,63260,63722,64646,51817,68868,76267,75847,62895,67893,62884,60558,62864,AWAY,20230510SKHT02023,HT,SK,3,9,1,3,5,5,2,8
20230510,52720,69446,68700,68743,69737,66715,66657,78288,78756,69766,53764,51463,64610,62404,74540,75334,78122,50458,52415,66409,HOME,20230510SSHH02023,HH,SS,5,8,1,3,1,1,1,2
20230510,50157,65320,66108,68119,76290,53123,79109,69102,77564,66112,62415,67341,75566,67304,50350,78135,52348,64346,51344,79456,AWAY,20230510WOLG02023,LG,WO,1,8,0,2,11,14,1,3
20230511,61101,78148,66108,68119,76290,53123,79109,69102,79365,77564,62415,67341,75566,67304,50350,78135,52348,64346,51344,79456,HOME,20230511WOLG02023,LG,WO,1,6,0,2,0,4,0,4
