code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv,filter
69103,2020,07-25,L 3:7,1,5.0,5,5,23,20,6,2,0,1,2,0,0,3,102,1.38,0.286,0.348,0.898,4.65,0.65,-2.23,-0.327,36,L,6,
69103,2020,07-31,L 1:2,1,7.0,1,1,28,27,8,1,0,0,0,0,0,3,94,1.36,0.287,0.286,0.619,4.38,1.03,2.89,0.25,60,L,6,
69103,2020,08-07,W 5:2,1,7.0,2,2,29,25,5,2,0,0,2,0,1,6,100,1.33,0.281,0.276,0.556,4.25,1.09,1.89,0.208,63,W,7,
69103,2020,08-13,W 4:2,1,7.0,2,1,26,25,4,1,0,1,1,0,0,5,94,1.29,0.273,0.192,0.512,4.05,0.96,1.89,0.208,67,W,6,
69103,2020,08-19,W 10:1,1,6.0,1,1,25,23,6,0,0,0,2,0,0,6,100,1.29,0.273,0.32,0.581,3.9,0.95,2.33,0.15,60,W,6,
69103,2020,08-25,L 3:4,1,6.0,4,4,24,24,6,1,0,2,0,0,0,3,84,1.28,0.271,0.25,0.792,4.01,0.75,-0.67,-0.204,47,L,6,
69103,2020,08-30,W 4:1,1,6.0,0,0,20,20,4,1,0,0,0,0,0,2,87,1.25,0.268,0.2,0.45,3.81,1.0,3.33,0.327,66,W,5,
69103,2020,09-10,W 6:1,1,6.0,1,1,25,22,5,1,0,1,2,0,0,7,102,1.24,0.267,0.292,0.7010000000000001,3.7,1.25,2.33,0.242,63,W,7+,
69103,2020,09-16,W 11:5,1,6.0,1,1,25,22,5,0,1,0,2,0,1,7,98,1.24,0.265,0.32,0.638,3.6,0.31,2.33,0.018,63,W,6,
69103,2020,09-22,W 7:2,1,6.0,2,2,22,21,3,0,0,1,1,0,0,5,98,1.21,0.26,0.182,0.468,3.58,0.71,1.33,0.041,62,W,6,
69103,2020,09-27,L 4:5,1,7.0,3,3,29,22,5,1,0,1,5,0,1,1,94,1.22,0.259,0.393,0.802,3.59,1.65,0.89,0.129,51,,5,
69103,2020,10-03,W 7:2,1,7.0,2,2,27,26,7,1,0,1,1,0,0,7,104,1.22,0.259,0.296,0.719,3.54,0.8300000000000001,1.89,0.082,61,W,6,
69103,2020,10-09,W 4:0,1,9.0,0,0,32,28,2,0,0,0,1,0,3,6,112,1.17,0.25,0.188,0.259,3.35,0.68,5.0,0.349,88,W SHO,6,
69103,2020,10-16,W 9:0,1,6.0,0,0,21,21,2,1,0,0,0,0,0,7,89,1.14,0.245,0.095,0.238,3.23,0.51,3.33,0.169,75,W,7,
69103,2020,10-23,W 8:4,1,6.0,4,4,26,23,7,1,0,1,2,0,1,2,87,1.15,0.247,0.385,0.863,3.32,1.13,-0.67,-0.053,42,W,7,
69103,2020,11-02,W 4:3,1,7.0,2,2,25,24,3,1,0,1,1,0,0,10,97,0.5700000000000001,0.125,0.16,0.452,2.5700000000000003,1.04,1.89,0.093,72,,7+,
79847,2020,05-10,L 0:4,1,6.0,2,2,22,19,2,0,0,0,3,0,0,3,85,0.8300000000000001,0.105,0.227,0.333,3.0,1.0,2.31,0.217,60,L,7+,
79847,2020,05-16,L 1:2,1,7.0,0,0,24,21,2,0,0,0,3,0,0,6,98,0.77,0.1,0.208,0.304,1.38,1.14,3.89,0.463,76,,6,
79847,2020,05-23,L 3:8,1,6.0,4,4,25,22,5,1,0,1,3,0,0,4,87,0.95,0.145,0.32,0.729,2.84,1.05,-0.67,-0.184,47,L,7,
79847,2020,05-29,W 8:6,1,5.0,2,2,22,19,5,1,0,0,2,0,1,3,90,1.04,0.173,0.364,0.679,3.0,1.02,0.78,0.081,50,W,6,
79847,2020,06-04,L 0:10,1,3.1,7,7,21,14,5,1,0,1,4,0,2,0,86,1.24,0.2,0.524,1.167,4.94,0.87,-3.43,-0.234,18,L,6,
79847,2020,06-11,L 3:4,1,5.2,3,3,24,18,3,2,0,0,5,0,0,3,81,1.27,0.195,0.333,0.611,4.91,1.24,-0.14,-0.124,49,,7,
79847,2020,06-17,L 4:6,1,5.0,2,2,20,16,4,1,0,0,3,0,0,1,86,1.29,0.202,0.35,0.663,4.74,1.18,0.78,0.047,49,,6,
79847,2020,06-23,L 2:9,1,5.0,6,6,25,23,8,3,0,1,2,0,0,4,99,1.37,0.224,0.4,1.009,5.44,0.72,-3.23,-0.301,29,L,6,
79847,2020,06-30,L 1:4,0,1.0,2,2,6,6,3,1,0,1,0,0,0,0,19,1.41,0.234,0.5,1.667,5.73,0.33,-1.45,-0.098,,,7,
79847,2020,07-03,W 7:4,0,0.1,0,0,4,2,1,1,0,0,2,0,0,0,19,1.47,0.238,0.75,1.75,5.68,1.4,-1.1,-0.146,,,3,
79847,2020,07-04,L 4:10,0,1.0,0,0,5,4,1,0,0,0,1,0,0,0,20,1.48,0.238,0.4,0.65,5.5600000000000005,0.06,0.56,0.003,,,1,
79847,2020,07-09,L 2:8,0,0.0,2,2,2,2,2,0,0,0,0,0,0,0,12,1.52,0.247,1.0,2.0,5.96,1.98,-1.5,-0.229,,L,5,
79847,2020,08-06,L 2:8,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,14,1.49,0.243,0.0,0.0,5.83,0.07,0.56,0.005,,,7+,
79847,2020,08-12,W 11:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,7,1.46,0.238,0.0,0.0,5.7,0.71,0.56,0.055,HLD,,6,
79847,2020,08-13,W 10:6,0,1.0,0,0,5,5,1,1,0,0,0,0,0,3,21,1.45,0.237,0.2,0.6000000000000001,5.59,0.14,0.56,0.007,,,1,
79847,2020,08-14,L 6:7,0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,1,1.47,0.242,1.0,2.0,5.77,2.7,-1.27,-0.112,,,1,
79847,2020,08-23,L 1:8,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,10,1.46,0.242,0.25,0.5,5.66,0.01,0.56,0.001,,,7+,
79847,2020,08-25,W 10:8,0,0.1,4,4,5,4,3,0,0,0,1,0,0,1,14,1.53,0.253,0.8,1.55,6.34,1.06,-2.1,-0.141,,,2,
79847,2020,08-27,W 10:4,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,14,1.5,0.249,0.0,0.0,6.22,0.56,0.56,0.042,HLD,,2,
79847,2020,08-30,L 4:7,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,11,1.47,0.245,0.0,0.0,6.1,0.3,0.56,0.023,,,3,
79847,2020,09-04,L 5:7,0,1.0,1,1,5,4,1,0,0,1,1,0,0,0,16,1.48,0.245,0.4,1.4,6.15,1.38,-0.84,-0.196,,,5,
79847,2020,09-08,L 15:16,0,1.0,2,2,5,5,2,0,0,1,0,0,0,1,18,1.49,0.249,0.4,1.4,6.37,0.79,-1.45,-0.137,HLD,,4,
79847,2020,09-10,W 5:1,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,13,1.48,0.245,0.25,0.25,6.26,0.72,0.56,0.028,,,2,
79847,2020,09-11,W 4:3,0,0.2,2,2,5,3,2,0,0,0,2,0,0,0,19,1.54,0.251,0.8,1.467,6.51,1.53,-0.26,-0.049,,,1,
79847,2020,09-13,W 3:1,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,13,1.51,0.248,0.0,0.0,6.39,0.93,0.56,0.07,HLD,,2,
79847,2020,09-16,W 7:6,0,1.0,1,1,6,5,2,0,0,0,1,0,0,0,22,1.53,0.251,0.5,0.9,6.44,0.48,-0.45,-0.041,,,3,
79847,2020,09-20,L 2:10,0,1.2,0,0,4,4,0,0,0,0,0,0,0,3,23,1.49,0.247,0.0,0.0,6.25,0.73,1.13,0.11,,,4,
79847,2020,09-22,L 2:7,0,0.2,0,0,3,3,1,0,0,0,0,0,0,0,16,1.49,0.248,0.333,0.667,6.18,1.05,-1.03,-0.122,,,2,
79847,2020,09-25,W 8:6,0,0.1,2,1,3,2,1,0,0,0,1,0,0,0,16,1.52,0.25,0.667,1.167,6.3,3.28,-1.17,-0.348,BLSV,,3,
79847,2020,09-26,L 2:8,0,0.2,5,5,7,5,3,1,0,1,2,0,0,1,32,1.58,0.258,0.714,2.114,6.97,0.97,-4.5600000000000005,-0.387,,L,1,
79847,2020,10-01,L 2:10,0,0.1,3,3,4,3,2,0,0,1,1,0,0,0,21,1.62,0.263,0.75,2.417,7.38,0.03,-2.74,-0.006,,,5,
79847,2020,10-03,W 9:3,0,0.0,1,1,2,0,0,0,0,0,1,0,1,0,10,1.64,0.263,1.0,0.0,7.52,0.91,-1.02,-0.079,,,2,
79847,2020,10-20,L 2:12,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,15,1.61,0.26,0.0,0.0,7.4,0.08,0.56,0.006,,,7+,
65764,2020,05-06,L 2:5,0,4.1,3,3,18,16,3,0,0,2,1,0,0,5,71,0.92,0.188,0.235,0.798,6.23,0.31,-0.31,-0.072,,,7+,
65764,2020,05-12,L 1:2,1,7.0,0,0,25,22,1,0,0,0,3,0,0,8,101,0.71,0.105,0.16,0.206,2.38,1.31,3.89,0.451,80,,6,
65764,2020,05-17,W 5:4,1,7.0,1,1,26,23,2,0,0,1,3,0,0,6,98,0.71,0.098,0.192,0.41,1.96,0.87,2.89,0.281,72,,5,
65764,2020,05-23,L 0:3,1,5.2,2,2,27,23,7,0,0,0,3,0,1,6,103,0.96,0.155,0.407,0.712,2.25,1.02,1.08,0.035,50,L,6,
65764,2020,05-29,L 6:8,1,3.2,6,6,20,18,7,0,0,2,2,0,0,2,84,1.16,0.196,0.45,1.172,3.9,0.95,-4.03,-0.357,23,L,6,
65764,2020,06-04,L 3:7,1,6.0,4,4,26,25,8,1,0,2,1,0,0,8,110,1.22,0.22,0.346,0.946,4.28,0.84,-0.67,-0.162,47,L,6,
65764,2020,06-10,L 2:12,1,2.1,6,5,16,15,6,1,0,2,1,0,0,1,65,1.33,0.239,0.438,1.304,5.25,0.76,-5.31,-0.42,23,L,6,
65764,2020,06-21,L 7:9,1,4.1,5,3,22,20,7,2,0,0,1,0,0,4,75,1.39,0.253,0.364,0.8140000000000001,5.36,0.93,-1.95,-0.22,36,,7+,
65764,2020,06-27,L 2:7,1,5.0,3,2,21,17,2,0,0,0,4,0,0,8,102,1.37,0.24,0.286,0.403,5.16,1.16,-0.23,-0.077,57,L,6,
65764,2020,07-04,W 6:2,1,5.0,1,1,25,22,7,1,0,0,2,0,1,6,107,1.41,0.249,0.4,0.764,4.83,1.13,1.78,0.119,53,W,7,
65764,2020,07-10,W 6:5,1,5.1,0,0,22,19,4,0,0,0,3,0,0,3,93,1.4,0.245,0.318,0.529,4.37,1.12,2.36,0.225,60,W,6,
65764,2020,07-16,L 1:4,1,5.2,4,4,25,21,6,1,0,1,3,1,0,1,93,1.42,0.249,0.375,0.851,4.55,0.72,-1.14,-0.185,39,L,6,
65764,2020,07-22,L 1:2,1,5.0,2,2,23,19,4,0,0,0,2,0,1,6,97,1.4,0.246,0.318,0.529,4.48,1.13,-0.24,-0.066,55,L,6,
65764,2020,07-30,L 1:2,1,5.0,1,1,21,18,3,1,0,0,3,0,0,6,104,1.39,0.241,0.286,0.508,4.29,1.09,1.78,0.117,60,,7+,
65764,2020,08-05,W 8:5,1,5.2,3,3,26,17,2,0,0,0,5,1,2,3,97,1.38,0.234,0.36,0.478,4.32,1.26,1.08,0.023,51,,6,
65764,2020,08-12,L 2:3,1,5.0,1,1,22,17,5,2,0,0,4,0,1,0,93,1.4,0.237,0.455,0.866,4.17,1.5,1.78,0.136,49,,7,
65764,2020,08-18,L 3:9,1,3.1,6,4,19,14,5,2,0,1,4,0,0,3,75,1.45,0.242,0.5,1.214,4.43,1.18,-2.75,-0.331,29,L,6,
65764,2020,08-23,W 4:3,1,5.1,1,1,22,17,1,0,0,0,4,1,1,7,95,1.42,0.233,0.273,0.332,4.27,1.11,1.36,0.105,65,W,5,
65764,2020,09-04,W 7:1,1,6.0,1,1,25,23,5,1,0,0,2,0,0,7,100,1.41,0.232,0.28,0.541,4.1,1.12,2.33,0.197,63,W,7+,
65764,2020,09-09,D 4:4,1,6.0,3,3,24,23,6,0,0,1,1,0,0,7,111,1.39,0.234,0.292,0.683,4.12,1.41,0.33,-0.071,54,,5,
65764,2020,09-15,W 6:5,1,5.0,4,3,23,20,4,1,0,1,3,0,0,9,104,1.39,0.232,0.304,0.704,4.18,0.88,-1.23,-0.184,51,,6,
65764,2020,09-20,W 11:3,1,5.0,2,2,22,19,6,1,0,0,2,0,0,2,91,1.4,0.236,0.364,0.732,4.15,1.58,0.78,0.011,47,,5,
65764,2020,09-26,L 1:13,1,3.0,6,6,20,17,9,1,1,1,3,0,0,4,84,1.47,0.247,0.6000000000000001,1.482,4.51,0.7000000000000001,-4.34,-0.355,18,L,6,
65764,2020,10-02,L 1:4,1,5.0,1,1,22,17,3,0,0,1,5,0,0,4,98,1.48,0.245,0.364,0.717,4.4,1.18,1.78,0.166,56,,6,
65764,2020,10-08,W 13:6,1,5.0,4,3,23,19,4,1,0,0,3,0,0,5,104,1.47,0.243,0.304,0.5680000000000001,4.44,0.96,-1.23,-0.123,47,W,6,
65764,2020,10-14,L 1:2,1,7.0,2,2,28,24,4,0,0,0,4,0,0,3,105,1.45,0.24,0.286,0.452,4.34,1.29,1.89,0.07,60,L,6,
76355,2020,05-12,L 6:11,1,3.0,5,5,18,17,10,2,0,0,1,0,0,0,58,3.67,0.588,0.611,1.317,15.0,0.79,-3.34,-0.314,18,L,7+,
76355,2020,07-01,L 2:6,1,6.0,6,5,25,23,5,1,0,2,2,0,0,2,89,2.0,0.375,0.28,0.802,10.0,0.54,-3.07,-0.256,40,L,7+,
76355,2020,07-07,L 6:7,1,6.0,4,2,25,22,5,2,0,1,1,0,0,2,88,1.6,0.323,0.25,0.705,7.2,0.85,-0.67,-0.192,51,,6,
76355,2020,07-16,W 15:10,1,4.1,6,6,22,20,8,1,0,1,1,1,1,3,93,1.71,0.341,0.455,1.055,8.38,0.89,-1.88,-0.224,25,,7+,
76355,2020,07-31,L 2:3,0,2.0,0,0,7,6,1,0,0,0,1,0,0,0,25,1.64,0.33,0.286,0.452,7.59,0.47,1.11,0.049,,,7+,
76355,2020,08-13,L 2:9,0,2.0,1,1,11,8,2,0,0,0,2,0,1,2,51,1.67,0.323,0.455,0.705,7.33,0.31,-0.75,-0.016,,,7+,
76355,2020,08-16,L 3:6,0,1.0,2,2,6,4,2,1,0,0,0,0,1,1,17,1.6800000000000002,0.33,0.5,1.25,7.77,1.51,-1.45,-0.245,,L,3,
76355,2020,08-27,L 6:11,0,1.0,1,1,6,5,2,0,0,0,1,0,0,0,23,1.74,0.333,0.5,0.9,7.82,0.01,-0.45,0.0,,,7+,
76355,2020,09-01,L 2:11,0,0.2,2,2,4,4,2,0,0,1,0,0,0,1,9,1.77,0.339,0.5,1.75,8.31,0.0,-1.56,-0.001,,,5,
76355,2020,09-06,L 1:7,0,1.0,1,1,6,6,3,0,0,1,0,0,0,2,23,1.81,0.348,0.5,1.5,8.33,0.02,-0.45,-0.003,,,5,
76355,2020,09-08,L 2:14,0,3.0,4,4,16,16,7,1,0,0,0,0,0,1,53,1.87,0.359,0.438,0.938,8.7,0.02,-2.34,-0.001,,,2,
76355,2020,09-17,L 1:9,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,15,1.84,0.351,0.25,0.25,8.42,0.0,0.56,0.0,,,7+,
76355,2020,09-20,L 2:7,0,3.0,0,0,10,10,2,0,0,0,0,0,0,1,37,1.74,0.34,0.2,0.4,7.68,0.03,1.67,0.004,,,3,
61101,2020,05-13,W 14:2,1,6.0,1,1,22,22,5,0,0,0,0,0,0,7,94,0.8300000000000001,0.227,0.227,0.455,1.5,0.2,2.33,0.111,65,W,7+,
61101,2020,05-19,W 10:6,1,6.0,4,4,26,24,7,1,0,1,1,0,0,6,99,1.08,0.261,0.308,0.766,3.75,0.26,-0.67,0.057,47,W,6,
61101,2020,05-24,W 9:7,1,6.0,4,4,26,25,6,1,0,0,1,0,0,8,95,1.11,0.254,0.269,0.549,4.5,1.24,-0.67,-0.038,51,,5,
61101,2020,05-30,L 6:10,1,4.1,6,2,26,22,8,1,0,0,4,0,0,2,95,1.43,0.28,0.462,0.871,4.43,1.43,-1.88,-0.144,29,L,6,
61101,2020,06-05,L 3:6,1,6.0,6,6,28,26,8,1,0,2,2,0,0,6,101,1.48,0.286,0.357,0.934,5.4,0.48,-2.67,-0.307,36,L,6,
61101,2020,06-11,W 4:3,1,6.0,3,3,25,23,6,0,0,2,1,0,0,5,104,1.43,0.282,0.292,0.8130000000000001,5.24,0.94,0.33,-0.059,52,,6,
61101,2020,06-17,W 7:1,1,6.0,1,1,28,23,5,2,0,0,2,0,3,8,115,1.39,0.273,0.357,0.662,4.69,1.22,2.33,0.134,64,W,6,
61101,2020,06-28,W 4:0,1,7.0,0,0,25,24,3,0,0,0,1,0,0,8,92,1.27,0.254,0.16,0.285,3.99,0.98,3.89,0.441,78,W,7+,
61101,2020,07-04,L 6:7,1,7.0,4,4,31,29,9,2,0,1,2,0,0,4,109,1.31,0.261,0.355,0.838,4.14,1.08,-0.12,-0.144,45,,6,
61101,2020,07-10,L 2:12,1,4.0,4,4,18,17,6,2,0,0,1,0,0,3,72,1.34,0.268,0.389,0.86,4.47,1.01,-1.78,-0.247,36,L,6,
61101,2020,07-17,W 8:0,1,6.0,0,0,22,20,2,1,0,0,2,0,0,5,93,1.27,0.255,0.182,0.332,4.06,0.79,3.33,0.251,71,W,7,
61101,2020,07-24,W 8:1,0,5.2,0,0,21,18,4,2,0,0,3,0,0,2,92,1.27,0.253,0.333,0.667,3.73,0.74,3.07,0.223,,W,7,
61101,2020,07-30,W 9:1,1,5.2,1,1,23,19,3,3,0,0,3,0,1,6,103,1.26,0.247,0.304,0.62,3.5700000000000003,1.3,1.99,0.187,62,W,6,
61101,2020,08-06,L 1:13,1,4.1,5,5,22,17,5,1,0,2,5,0,0,3,97,1.31,0.249,0.455,1.16,3.94,0.79,-3.69,-0.201,31,L,7,
61101,2020,08-12,W 8:0,1,5.0,0,0,19,15,0,0,0,0,4,0,0,9,96,1.28,0.238,0.211,0.211,3.71,0.65,2.78,0.172,72,W,6,
61101,2020,08-18,W 6:5,1,4.0,5,5,23,18,6,2,0,0,5,0,0,5,99,1.35,0.243,0.478,0.923,4.04,1.37,-2.78,-0.351,30,,6,
61101,2020,08-23,L 3:4,1,6.0,3,1,25,20,3,1,0,0,4,0,0,5,104,1.34,0.238,0.28,0.48,3.88,1.02,0.33,-0.076,59,L,5,
61101,2020,08-29,D 5:5,1,3.0,2,2,13,12,3,1,0,1,1,0,0,2,48,1.34,0.238,0.308,0.891,3.95,0.9,-0.34,-0.076,46,,6,
61101,2020,09-06,W 7:1,1,6.0,1,1,24,20,3,1,0,0,4,0,0,3,95,1.33,0.234,0.292,0.492,3.81,1.51,2.33,0.251,61,W,7+,
61101,2020,09-12,L 1:5,1,5.0,4,4,21,18,4,0,1,2,3,0,0,6,97,1.33,0.233,0.333,1.0,3.96,0.67,-1.23,-0.184,46,L,6,
61101,2020,09-19,W 9:6,1,4.0,6,6,20,18,6,1,0,2,2,0,0,4,92,1.35,0.237,0.4,1.122,4.3,1.01,-3.78,-0.479,28,,7,
61101,2020,09-25,L 1:7,1,5.0,5,3,25,19,7,0,1,1,3,0,0,5,98,1.38,0.243,0.417,1.048,4.35,0.8300000000000001,-2.23,-0.241,39,L,6,
61101,2020,10-01,L 2:3,1,6.1,3,3,26,23,6,1,0,0,3,0,0,3,101,1.38,0.244,0.346,0.651,4.34,0.94,-0.09,-0.064,49,L,6,
61101,2020,10-07,W 3:1,1,7.0,1,0,28,26,4,1,0,0,1,0,1,6,110,1.35,0.239,0.214,0.407,4.11,1.19,3.18,0.236,72,,6,
61101,2020,10-14,L 0:3,1,6.0,1,1,26,24,8,1,0,0,2,0,0,6,95,1.36,0.243,0.385,0.76,4.0,1.3,2.33,0.164,56,L,7,
61101,2020,10-20,W 7:6,1,5.2,2,2,23,21,7,2,0,0,2,0,0,5,94,1.37,0.247,0.391,0.8200000000000001,3.97,1.11,1.86,0.185,50,W,6,
61101,2020,10-28,L 6:7,1,4.2,4,4,25,22,9,1,0,0,3,0,0,6,111,1.41,0.253,0.48,0.935,4.08,0.87,-1.69,-0.024,33,,7+,
61101,2020,11-02,W 4:3,0,1.0,1,1,6,6,3,0,0,0,0,0,0,0,18,3.0,0.5,0.5,1.0,9.0,2.95,-0.45,-0.3,,W,5,
74454,2020,05-16,L 4:10,1,2.0,6,6,14,10,8,0,1,0,3,0,0,0,62,5.5,0.8,0.786,1.786,27.0,0.76,-4.89,-0.359,13,L,7+,
74454,2020,08-02,L 2:4,1,5.0,0,0,18,18,3,0,0,0,0,0,0,1,64,2.0,0.393,0.167,0.333,7.71,0.95,2.38,0.229,62,,7+,
74454,2020,08-08,L 2:4,1,5.0,4,2,22,19,3,2,1,0,2,0,1,0,80,1.58,0.298,0.273,0.641,6.0,1.0,-1.23,-0.199,47,L CG,6,
74454,2020,08-15,W 2:0,1,5.0,0,0,19,16,3,0,0,0,3,0,0,3,84,1.47,0.27,0.316,0.503,4.24,1.16,2.78,0.28,61,,7,
74454,2020,08-21,L 6:8,1,1.2,4,4,11,5,2,2,0,0,3,0,2,0,41,1.61,0.279,0.636,1.436,5.79,1.41,-3.23,-0.337,32,,6,
68529,2020,05-17,L 4:5,1,2.1,3,0,10,9,1,0,0,0,1,0,0,1,37,0.86,0.111,0.2,0.311,0.0,0.91,0.02,-0.008,49,,7+,
68529,2020,09-20,L 2:7,1,4.2,6,6,22,18,6,0,1,0,2,1,0,5,87,1.43,0.259,0.4,0.844,7.71,0.94,-1.76,-0.184,31,L,7+,
68529,2020,09-26,W 16:3,1,5.0,3,3,21,19,5,1,0,0,2,0,0,5,87,1.42,0.261,0.333,0.649,6.75,0.11,-0.23,0.033,48,W,6,
68529,2020,10-03,W 10:0,1,6.0,0,0,24,22,4,0,0,0,1,0,1,6,96,1.22,0.235,0.25,0.432,4.5,0.44,3.33,0.122,69,W,7,
68529,2020,10-10,W 1:0,1,7.0,0,0,24,23,3,0,0,0,1,0,0,6,102,1.04,0.209,0.167,0.297,3.24,1.2,3.89,0.484,76,W,7,
68529,2020,10-16,L 5:6,1,5.0,3,3,22,20,5,1,0,0,1,0,1,7,103,1.07,0.216,0.318,0.618,3.6,1.24,-0.23,-0.142,51,,6,
68529,2020,10-22,L 8:9,1,5.0,6,3,23,20,5,0,0,1,2,0,0,3,90,1.11,0.221,0.318,0.718,3.86,0.87,-2.62,-0.315,40,,6,
68529,2020,10-29,L 4:11,1,1.2,4,4,11,10,5,0,0,0,1,0,0,1,49,1.23,0.241,0.546,1.046,4.66,1.08,-3.01,-0.291,29,L,7,
69839,2020,05-17,L 5:11,1,3.0,4,4,16,13,5,1,0,2,3,0,0,3,65,2.67,0.385,0.5,1.423,12.0,1.21,-2.34,-0.3,33,L,7+,
69839,2020,06-04,L 0:10,0,3.2,1,1,16,13,3,0,0,0,3,0,0,3,67,2.1,0.308,0.375,0.606,6.75,0.01,1.64,0.002,,,7+,
69839,2020,06-25,L 6:14,0,2.1,2,2,14,11,4,0,0,2,3,0,0,3,64,2.33,0.324,0.5,1.409,7.0,0.05,-1.41,-0.02,,,7+,
69839,2020,07-16,L 2:4,1,4.0,4,4,19,17,6,2,0,0,1,0,0,4,77,2.15,0.333,0.368,0.839,7.62,0.68,-1.78,-0.197,37,L,7+,
69839,2020,07-29,L 6:11,1,3.0,4,4,16,12,4,0,0,2,4,0,0,3,85,2.25,0.333,0.5,1.333,8.44,0.84,-2.73,-0.296,34,L,7+,
69839,2020,08-20,L 3:8,1,5.0,5,3,25,21,7,2,0,0,3,0,0,5,97,2.19,0.333,0.417,0.845,7.71,0.9,-2.23,-0.266,39,L,7+,
69839,2020,08-26,L 1:3,1,3.2,1,1,19,13,2,0,0,0,5,0,1,2,69,2.15,0.31,0.421,0.5750000000000001,6.93,0.95,0.75,0.038,50,,6,
69839,2020,09-01,L 5:13,1,2.2,4,4,14,11,3,0,0,1,2,0,1,4,59,2.12,0.306,0.429,0.974,7.57,1.39,-1.15,-0.136,38,,6,
69839,2020,09-09,L 4:13,1,1.0,4,3,11,5,1,0,0,0,6,0,0,1,54,2.29,0.302,0.636,0.836,8.26,1.27,-4.31,-0.327,32,L,7+,
69839,2020,09-15,W 16:1,0,1.0,0,0,6,5,2,0,0,0,1,0,0,0,24,2.32,0.306,0.5,0.9,7.98,0.01,0.56,0.0,,,6,
50126,2020,05-06,L 2:5,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,18,1.0,0.25,0.25,0.5,0.0,0.21,0.56,0.009,,,7+,
50126,2020,05-07,L 3:9,0,3.0,1,0,12,12,2,0,0,0,0,0,0,0,45,0.75,0.188,0.167,0.333,0.0,0.18,0.67,-0.001,,,1,
50126,2020,05-21,W 2:0,1,5.1,0,0,20,16,1,0,0,0,4,0,0,2,86,0.86,0.125,0.25,0.313,0.0,0.91,3.03,0.321,64,W,7+,
50126,2020,06-02,L 0:2,1,7.0,2,2,26,23,5,2,0,0,2,0,1,7,100,0.92,0.164,0.308,0.612,1.1,0.77,1.89,0.075,64,L,7+,
50126,2020,06-11,W 3:1,1,7.0,1,1,28,27,6,1,0,0,0,0,1,7,112,0.9,0.183,0.25,0.509,1.16,1.33,2.89,0.318,68,W,7+,
50126,2020,06-21,L 1:3,1,5.0,2,2,26,19,4,1,0,0,4,1,2,5,110,1.02,0.188,0.385,0.648,1.59,1.11,0.78,0.002,52,L,7+,
50126,2020,06-30,W 4:3,1,5.0,1,1,26,19,5,1,0,0,5,0,1,4,116,1.17,0.2,0.44,0.756,1.62,1.62,1.78,0.173,52,,7+,
50126,2020,07-11,D 6:6,1,6.2,3,2,29,24,4,0,0,0,4,0,1,4,108,1.18,0.194,0.31,0.477,1.8,1.01,0.63,0.052,56,,7+,
50126,2020,07-26,W 4:3,1,5.0,2,2,23,19,5,0,0,1,3,0,1,4,101,1.22,0.202,0.391,0.812,2.0,0.85,-0.24,-0.055,50,,7+,
50126,2020,08-05,W 6:4,1,6.0,4,4,27,25,8,1,0,0,1,0,0,4,105,1.25,0.218,0.346,0.706,2.47,1.15,-0.67,-0.142,43,W,7+,
50126,2020,08-16,W 6:5,1,6.2,5,5,29,26,8,5,0,0,2,0,1,2,108,1.28,0.229,0.379,0.879,2.97,1.18,-1.37,-0.104,38,W,7+,
50126,2020,08-26,W 8:5,1,6.0,5,5,27,25,7,0,0,1,1,0,1,4,100,1.29,0.234,0.333,0.733,3.39,0.9,-1.67,-0.206,41,,7+,
50126,2020,09-07,L 6:12,1,1.1,10,10,16,15,11,4,0,2,1,0,0,0,57,1.45,0.264,0.75,2.15,4.71,0.68,-9.19,-0.448,,L,7+,
50126,2020,09-15,L 5:6,1,6.0,1,1,25,23,6,1,0,0,2,0,0,6,86,1.44,0.264,0.32,0.624,4.44,0.8300000000000001,2.33,0.235,60,,7+,
50126,2020,09-24,L 8:12,1,5.0,1,1,24,21,7,1,0,0,2,0,1,2,106,1.46,0.268,0.417,0.798,4.26,1.17,1.78,0.158,49,,7+,
50126,2020,10-02,L 2:5,1,6.1,2,2,25,21,3,0,0,1,4,0,0,7,103,1.43,0.26,0.28,0.5660000000000001,4.15,0.81,0.91,-0.046,62,,7+,
50126,2020,10-10,W 5:0,1,6.0,0,0,24,22,4,0,0,0,2,0,0,3,110,1.4,0.255,0.25,0.432,3.87,0.93,3.33,0.355,65,,7+,
50126,2020,10-18,L 0:4,1,6.1,4,2,29,24,4,1,0,0,5,0,0,3,100,1.4,0.249,0.31,0.519,3.8,1.13,0.91,0.013,51,L,7+,
