idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
011717,51264,2022,05-05,W 9:4,1,4.0,3,2,18,16,3,1,0,1,2,0,0,2,80,1.27,0.246,0.28,0.72,4.15,0.89,-0.78,-0.055,46,-,6
011718,51264,2022,05-11,W 5:1,1,6.0,0,0,22,21,4,0,0,0,1,0,0,1,88,1.16,0.233,0.23,0.42,3.09,1.14,3.33,0.328,64,W,6
011719,51264,2022,05-19,L 3:9,1,3.1,5,5,20,18,8,0,0,0,2,0,0,2,80,1.39,0.269,0.5,0.94,4.39,1.39,-1.43,-0.203,24,L,7+
011720,51264,2022,05-25,L 1:14,1,5.0,4,4,21,20,7,1,1,1,1,0,0,4,86,1.42,0.282,0.38,1.03,4.83,0.7,-1.23,-0.17,40,L,6
011721,51264,2022,05-31,L 10:13,1,4.2,4,4,21,20,5,0,0,0,1,0,0,3,89,1.4,0.278,0.29,0.54,5.2,0.58,0.31,0.057,40,-,6
011722,51264,2022,06-07,W 3:1,0,0.1,0,0,1,1,0,0,0,0,0,0,0,1,3,1.39,0.276,0.0,0.0,5.15,1.22,0.25,0.035,HLD,-,7
011723,51264,2022,06-11,W 5:4,1,3.0,4,4,17,12,5,2,1,0,3,0,1,1,65,1.49,0.287,0.56,1.31,5.67,1.19,-1.97,-0.275,31,-,4
011724,51264,2022,06-17,L 2:4,1,2.0,3,3,13,10,5,0,0,0,2,0,0,1,60,1.58,0.299,0.58,1.08,6.05,1.28,-0.91,-0.113,33,L,6
011725,51264,2022,06-22,L 5:6,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.57,0.298,0.0,0.0,6.0,0.12,0.12,0.003,-,-,5
011726,51264,2022,06-24,L 3:4,0,0.1,0,0,2,2,1,0,0,0,0,0,0,1,8,1.58,0.3,0.5,1.0,5.95,1.11,0.04,0.001,-,-,2
011727,51264,2022,06-25,L 6:8,0,1.1,0,0,5,4,1,0,0,0,1,0,0,1,25,1.58,0.299,0.4,0.65,5.77,1.17,0.81,0.114,-,-,1
011728,51264,2022,07-01,L 7:11,0,0.0,0,0,2,2,2,0,0,0,0,0,0,0,5,1.63,0.307,1.0,2.0,5.77,1.12,-1.83,-0.16,-,-,6
011729,51264,2022,07-03,L 0:6,0,2.0,0,0,6,6,0,0,0,0,0,0,0,1,21,1.55,0.297,0.0,0.0,5.52,0.02,1.11,0.002,-,-,2
011730,51264,2022,07-06,W 5:2,0,1.1,0,0,4,4,0,0,0,0,0,0,0,2,16,1.51,0.29,0.0,0.0,5.36,0.65,1.02,0.067,-,W,3
011731,51264,2022,07-07,W 4:2,0,0.2,0,0,4,3,1,0,0,0,1,0,0,1,17,1.53,0.291,0.5,0.83,5.29,1.93,0.18,0.014,HLD,-,1
011732,51264,2022,07-09,L 6:8,0,4.0,1,1,17,15,3,2,0,0,2,0,0,2,74,1.51,0.284,0.29,0.63,5.05,0.87,1.22,0.028,-,-,2
011733,51264,2022,07-13,L 1:4,0,1.1,0,0,4,4,0,0,0,0,0,0,0,0,16,1.47,0.279,0.0,0.0,4.92,0.1,0.81,0.011,-,-,4
011734,51264,2022,07-14,W 11:3,0,1.0,1,1,5,5,2,1,0,0,0,0,0,0,15,1.48,0.282,0.4,1.0,5.0,0.06,-0.84,0.003,-,-,1
011735,51264,2022,07-22,L 0:1,0,1.1,0,0,5,4,0,0,0,0,1,0,0,4,32,1.46,0.276,0.2,0.2,4.88,1.82,0.67,0.171,-,-,7+
011736,51264,2022,07-24,L 4:5,0,1.2,0,0,7,5,0,0,0,0,2,0,0,1,38,1.46,0.27,0.29,0.29,4.74,1.61,1.39,0.117,HLD,-,2
011737,51264,2022,07-26,W 6:1,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,3,1.47,0.274,1.0,2.0,4.74,0.25,-0.52,-0.012,-,-,2
011738,51264,2022,07-29,W 7:3,1,4.1,0,0,18,15,3,1,0,0,3,0,0,4,79,1.47,0.269,0.33,0.6,4.4,1.16,1.8,0.166,58,-,3
011739,51264,2022,08-03,W 3:1,0,0.1,0,0,2,2,1,0,0,0,0,0,0,0,9,1.48,0.271,0.5,1.0,4.38,1.0,0.12,0.017,HLD,-,5
011740,51264,2022,08-06,W 7:4,0,1.1,0,0,4,4,0,0,0,0,0,0,0,1,21,1.44,0.266,0.0,0.0,4.29,0.57,0.81,0.058,-,-,3
011741,51264,2022,08-07,L 4:5,0,0.2,2,2,4,4,2,0,0,0,0,0,0,1,15,1.46,0.27,0.5,1.0,4.52,0.82,-0.68,-0.054,-,-,1
011742,51264,2022,08-11,L 2:3,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,14,1.46,0.268,0.33,0.33,4.48,1.45,0.45,0.046,-,-,4
011743,51264,2022,08-12,W 7:1,0,0.0,0,0,2,1,1,1,0,0,1,0,0,0,10,1.49,0.271,1.0,3.0,4.48,0.96,-1.08,-0.079,-,-,1
011744,51264,2022,08-14,L 4:5,0,0.1,1,1,2,2,1,0,0,0,0,0,0,0,6,1.5,0.273,0.5,1.0,4.59,1.35,-0.02,-0.003,-,-,2
011745,51264,2022,08-17,L 6:8,0,0.0,2,2,2,1,1,0,0,0,1,0,0,0,6,1.53,0.276,1.0,2.0,4.87,1.7,-1.02,-0.125,-,L,3
011746,51264,2022,08-18,W 10:2,0,0.1,0,0,2,2,1,0,0,0,0,0,0,1,7,1.54,0.277,0.5,1.0,4.85,0.01,0.12,0.0,-,-,1
011747,51264,2022,08-20,L 1:6,0,0.1,2,2,3,1,1,1,0,0,1,0,0,0,11,1.56,0.28,1.0,3.0,5.1,0.19,-1.43,-0.028,-,-,2
011748,51264,2022,08-25,L 0:4,1,5.0,0,0,19,17,1,0,0,0,2,0,0,4,83,1.49,0.266,0.16,0.22,4.73,1.17,2.78,0.28,67,-,5
011749,51264,2022,09-07,L 5:16,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,7,1.48,0.264,0.0,0.0,4.69,0.02,0.38,0.001,-,-,7+
011750,51264,2022,09-10,L 0:3,1,6.2,3,2,26,23,5,0,0,1,3,0,0,3,88,1.45,0.261,0.31,0.66,4.52,0.86,0.77,0.011,54,L,3
011751,51264,2022,09-16,W 13:11,1,4.1,7,6,24,24,11,0,0,2,0,0,0,4,86,1.51,0.276,0.46,1.17,4.94,0.87,-4.52,-0.237,19,-,6
011752,51264,2022,09-22,W 5:2,1,3.2,2,2,19,16,5,1,1,0,3,0,0,2,92,1.54,0.277,0.42,0.92,4.94,0.92,-0.03,-0.049,42,-,6
011753,51264,2022,09-28,L 0:8,1,3.1,6,6,19,16,6,1,0,1,3,0,0,3,75,1.58,0.282,0.47,1.1,5.36,0.81,-4.02,-0.254,24,L,6
011754,51264,2022,10-03,W 9:3,1,4.1,3,2,21,19,4,0,0,1,2,0,0,4,87,1.58,0.278,0.29,0.65,5.3,1.18,-0.52,-0.064,47,-,5
011755,66018,2022,04-29,L 4:6,0,3.0,1,1,11,11,3,1,0,0,0,0,0,2,46,1.0,0.273,0.27,0.64,3.0,0.83,0.67,0.014,-,-,7+
011756,66018,2022,05-05,L 1:10,1,3.0,3,3,16,9,2,1,0,0,4,0,1,2,69,1.5,0.25,0.44,0.77,6.0,1.48,-1.34,-0.194,41,L,6
011757,66018,2022,05-24,W 6:4,0,2.0,0,0,7,7,0,0,0,0,0,0,0,3,30,1.13,0.185,0.0,0.0,4.5,0.96,1.11,0.106,-,W,7+
011758,66018,2022,06-03,L 2:14,0,3.0,4,3,18,15,5,1,0,0,2,0,0,4,72,1.45,0.238,0.41,0.81,5.73,0.14,-2.34,-0.062,-,-,7+
011759,66018,2022,06-22,W 6:0,0,2.0,0,0,6,6,1,0,0,0,0,0,0,2,17,1.31,0.229,0.17,0.33,4.85,0.07,1.11,0.01,-,-,7+
011760,66018,2022,06-24,L 1:5,0,1.0,0,0,5,3,1,0,0,0,2,0,0,0,19,1.43,0.235,0.6,0.93,4.5,0.26,0.56,0.01,-,-,2
011761,66018,2022,08-14,W 12:8,0,3.1,2,1,14,11,2,0,0,0,3,0,0,3,56,1.44,0.226,0.36,0.54,4.15,1.23,1.92,0.209,-,W,7+
011762,66018,2022,08-17,L 2:3,0,1.2,2,2,10,8,3,1,0,0,2,1,0,0,45,1.58,0.243,0.5,1.0,4.74,3.06,-0.87,-0.225,BLSV,-,3
011763,66018,2022,08-20,L 7:14,0,0.1,4,4,5,4,3,1,0,0,1,0,0,0,19,1.76,0.27,0.8,1.8,6.52,0.36,-2.91,-0.065,-,-,3
011764,66018,2022,08-26,W 6:3,1,3.2,2,2,19,15,5,1,0,0,3,0,0,3,79,1.83,0.281,0.42,0.82,6.26,0.83,-0.6,-0.117,43,-,6
011765,66018,2022,08-30,W 6:5,0,1.0,1,0,4,4,1,1,0,0,0,0,0,0,16,1.79,0.28,0.25,0.75,6.0,0.91,-0.45,0.0,-,-,4
011766,66018,2022,08-31,W 5:4,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,14,1.76,0.278,0.25,0.5,5.76,1.44,0.56,0.08,HLD,-,1
011767,66018,2022,09-03,W 2:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,16,1.73,0.277,0.25,0.5,5.54,2.53,0.56,0.141,HLD,-,3
011768,66018,2022,09-07,L 1:2,0,1.0,0,0,3,3,1,0,0,0,0,0,0,1,6,1.7,0.279,0.33,0.67,5.33,1.95,0.56,0.088,-,-,4
011769,66018,2022,09-08,W 3:2,0,1.1,0,0,4,4,0,0,0,0,0,0,0,0,13,1.62,0.269,0.0,0.0,5.08,1.81,0.81,0.188,-,W,1
011770,66018,2022,09-09,L 3:6,0,0.2,2,2,4,4,2,1,0,0,0,0,0,1,16,1.66,0.277,0.5,1.25,5.59,2.6,-0.83,-0.09,-,-,1
011771,66018,2022,09-13,W 4:1,0,1.0,0,0,4,4,2,0,0,0,0,0,0,1,17,1.67,0.284,0.5,1.0,5.4,1.32,0.56,0.041,-,SV,4
011772,66018,2022,09-14,W 2:0,0,0.1,0,0,1,1,0,0,0,0,0,0,0,1,4,1.65,0.282,0.0,0.0,5.34,3.23,0.47,0.083,HLD,-,1
011773,66018,2022,09-15,L 2:4,0,1.0,1,1,5,4,2,0,0,0,0,0,0,0,14,1.66,0.289,0.4,0.9,5.46,0.72,-0.45,-0.058,-,-,1
011774,66018,2022,09-18,L 1:5,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,8,1.61,0.282,0.0,0.0,5.29,0.2,0.56,0.015,-,-,3
011775,66018,2022,09-21,W 5:4,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,14,1.59,0.281,0.25,0.5,5.13,2.41,0.56,0.121,HLD,-,3
011776,66018,2022,09-23,W 5:1,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,12,1.54,0.275,0.0,0.0,4.98,0.69,0.57,0.043,-,-,2
011777,66018,2022,09-27,L 5:6,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,13,1.5,0.269,0.0,0.0,4.84,1.41,0.56,0.107,-,-,4
011778,66018,2022,09-29,W 14:9,0,0.1,2,2,3,2,1,0,0,1,0,0,1,0,3,1.51,0.272,0.67,2.67,5.3,2.49,-2.34,-0.294,-,-,2
011779,66018,2022,09-30,L 3:7,0,0.2,0,0,4,3,1,1,0,0,1,0,0,1,13,1.54,0.273,0.5,1.17,5.2,2.17,-0.03,-0.103,-,-,1
011780,66018,2022,10-06,L 2:3,0,0.1,0,0,3,2,1,0,0,0,1,0,0,0,9,1.58,0.277,0.67,1.17,5.15,2.79,-0.42,-0.071,-,-,6
011781,66018,2022,10-20,L 6:9,0,1.0,1,0,5,5,2,0,0,0,0,0,0,0,17,2.0,0.4,0.4,0.8,0.0,0.3,-0.45,-0.027,-,-,7+
011782,66018,2022,11-02,L 1:6,0,1.0,0,0,4,2,0,0,0,0,1,0,0,0,11,1.0,0.0,0.33,0.33,0.0,0.03,0.56,0.001,-,-,7+
011783,66018,2022,11-04,L 2:8,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.75,0.0,0.0,0.0,0.0,2.93,0.54,0.081,HLD,-,2
011784,66018,2022,11-05,W 6:3,0,0.2,2,2,6,4,2,0,0,0,2,0,0,0,24,2.5,0.286,0.67,1.17,9.0,0.66,-0.63,-0.035,-,-,1
011785,63145,2022,05-07,W 6:3,1,4.1,1,1,18,15,3,1,0,0,1,0,2,4,67,0.92,0.2,0.33,0.6,2.08,1.24,1.2,0.086,56,-,7+
011786,63145,2022,05-12,W 11:7,1,3.0,1,1,13,10,2,1,0,0,3,0,0,4,74,1.23,0.2,0.38,0.68,2.45,1.08,0.67,0.047,52,-,5
011787,63145,2022,05-19,W 7:3,0,1.0,3,0,6,6,2,0,0,0,0,0,0,0,20,1.32,0.226,0.33,0.67,2.16,0.14,-1.31,-0.024,-,-,7
011788,63145,2022,05-24,L 4:6,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,11,1.33,0.212,0.33,0.33,2.0,0.19,0.57,0.008,-,-,5
011789,63145,2022,05-25,L 5:10,0,3.2,4,4,18,15,5,0,2,0,1,0,1,3,74,1.42,0.25,0.39,0.99,4.26,0.12,-1.76,-0.028,-,-,1
011790,63145,2022,07-24,L 1:6,1,2.0,0,0,8,7,3,0,0,0,1,0,0,2,39,1.5,0.273,0.5,0.93,3.68,0.9,1.11,0.099,51,-,7+
011791,63145,2022,07-30,W 8:7,1,4.0,0,0,16,12,0,0,0,0,4,0,0,4,85,1.39,0.224,0.25,0.25,2.89,0.82,1.82,0.184,62,-,6
011792,63145,2022,08-06,W 12:3,0,2.0,0,0,6,6,0,0,0,0,0,0,0,0,19,1.26,0.205,0.0,0.0,2.61,0.02,1.11,0.003,-,-,7
011793,63145,2022,08-14,L 2:6,0,1.1,0,0,5,5,2,0,0,0,0,0,0,0,22,1.27,0.218,0.4,0.8,2.45,0.03,1.37,0.002,-,-,7+
011794,63145,2022,09-06,L 6:8,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,10,1.22,0.21,0.0,0.0,2.35,0.2,0.56,0.015,-,-,7+
011795,63145,2022,09-10,W 10:1,0,1.0,0,0,4,3,0,0,0,0,0,0,1,0,14,1.17,0.202,0.25,0.25,2.25,0.02,0.56,0.001,-,-,4
011796,63145,2022,09-14,L 0:5,0,1.2,0,0,7,6,1,1,0,0,1,0,0,1,31,1.17,0.2,0.29,0.62,2.1,0.05,1.28,0.005,-,-,4
011797,63145,2022,09-21,W 11:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,9,1.13,0.194,0.0,0.0,2.03,0.0,0.56,0.0,-,-,7
011798,63145,2022,09-22,L 1:7,0,1.0,0,0,5,4,1,0,0,0,1,0,0,2,26,1.16,0.196,0.4,0.65,1.95,0.01,0.56,0.0,-,-,1
011799,63145,2022,09-25,W 6:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,9,1.12,0.19,0.0,0.0,1.88,0.24,0.56,0.018,-,-,3
011800,63145,2022,10-01,L 1:2,1,2.0,2,2,9,7,3,1,0,0,2,0,0,0,32,1.21,0.206,0.56,1.13,2.35,0.92,-0.89,-0.114,40,L,6
011801,63145,2022,10-11,W 6:5,0,0.2,0,0,2,2,0,0,0,0,0,0,0,2,9,1.18,0.202,0.0,0.0,2.3,2.02,1.24,0.124,-,-,7+
011802,67539,2022,04-06,L 0:5,0,0.1,1,0,4,3,1,0,0,0,1,0,0,1,21,6.0,0.333,0.5,0.83,0.0,1.61,-2.53,-0.217,-,-,7+
011803,67539,2022,04-08,L 1:6,0,5.0,2,2,20,19,5,3,0,0,1,0,0,10,82,1.5,0.273,0.3,0.72,3.38,0.27,0.99,-0.011,-,-,2
011804,67539,2022,04-14,W 3:2,0,1.2,0,0,5,5,0,0,0,0,0,0,0,4,27,1.14,0.222,0.0,0.0,2.57,1.36,0.99,0.172,HLD,-,6
011805,67539,2022,04-21,L 6:7,0,4.0,0,0,16,13,2,1,0,0,3,0,0,5,61,1.18,0.2,0.31,0.54,1.64,0.44,2.22,0.074,-,-,7
011806,67539,2022,04-27,D 1:1,0,2.0,0,0,7,6,0,0,0,0,1,0,0,2,34,1.08,0.174,0.14,0.14,1.38,1.89,1.11,0.275,-,-,6
011807,67539,2022,04-29,W 9:4,0,2.1,1,1,13,10,3,1,0,0,3,0,0,5,61,1.3,0.196,0.46,0.86,1.76,2.24,-0.35,-0.065,-,-,2
011808,67539,2022,05-03,L 5:10,0,2.0,0,0,6,6,0,0,0,0,0,0,0,3,21,1.15,0.177,0.0,0.0,1.56,0.54,1.11,0.082,-,-,4
011809,67539,2022,05-06,L 0:5,0,1.1,0,0,4,4,0,0,0,0,0,0,0,1,14,1.07,0.167,0.0,0.0,1.45,0.18,0.81,0.019,-,-,3
011810,67539,2022,05-07,L 1:4,0,2.2,0,0,10,9,3,2,0,0,1,1,0,1,29,1.13,0.187,0.4,0.96,1.27,0.75,0.58,-0.012,-,-,1
011811,67539,2022,05-11,W 6:5,0,2.2,2,2,14,12,4,0,0,0,2,0,0,2,54,1.25,0.207,0.43,0.76,1.88,1.63,0.53,0.047,-,-,4
011812,67539,2022,05-15,L 4:8,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,14,1.24,0.209,0.25,0.5,1.8,0.23,0.56,0.01,-,-,4
011813,67539,2022,05-20,W 4:0,1,6.2,0,0,23,22,4,1,0,0,1,0,0,5,86,1.14,0.204,0.22,0.44,1.42,0.88,3.5,0.27,70,W,5
011814,67539,2022,05-26,L 5:6,1,5.0,4,4,23,20,8,2,0,0,1,0,0,2,84,1.23,0.233,0.41,0.91,2.21,1.0,-1.23,-0.253,36,-,6
011815,67539,2022,06-01,L 5:14,1,2.1,6,6,17,14,7,2,0,1,2,0,1,1,75,1.38,0.259,0.59,1.44,3.46,1.02,-5.8,-0.469,18,L,6
011816,67539,2022,06-07,L 4:7,0,0.2,0,0,3,2,0,0,0,0,1,0,0,1,18,1.39,0.255,0.33,0.33,3.4,2.21,0.73,0.11,HLD,-,6
011817,67539,2022,06-11,L 0:4,1,6.0,4,4,26,23,8,4,0,0,0,0,0,5,96,1.38,0.267,0.32,0.84,3.74,0.74,-0.67,-0.167,45,L,4
011818,67539,2022,06-18,L 5:10,0,2.0,2,2,10,10,5,1,0,0,0,0,0,2,29,1.43,0.28,0.5,1.1,3.97,0.7,-0.89,-0.075,-,-,7
011819,67539,2022,06-21,L 5:6,0,2.0,0,0,6,6,0,0,0,0,0,0,0,2,27,1.37,0.271,0.0,0.0,3.81,0.4,1.11,0.06,-,-,3
011820,67539,2022,06-23,L 4:7,0,1.1,3,3,7,6,3,1,1,0,0,0,0,1,28,1.39,0.278,0.5,1.5,4.24,2.14,-1.46,-0.364,BLSV,L,2
011821,67539,2022,06-24,W 5:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,19,1.38,0.278,0.25,0.5,4.15,0.75,0.56,0.028,-,-,1
011822,67539,2022,06-26,L 4:9,0,0.1,2,2,5,4,3,0,0,0,1,0,0,1,19,1.45,0.287,0.8,1.55,4.47,2.13,-2.42,-0.338,-,-,2
011823,67539,2022,07-01,L 1:2,0,0.2,1,1,5,5,3,0,0,0,0,0,0,2,16,1.49,0.295,0.6,1.2,4.58,2.16,-0.91,-0.161,-,L,5
011824,67539,2022,07-03,L 1:4,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,16,1.48,0.29,0.25,0.25,4.5,0.67,0.56,0.048,-,-,2
011825,67539,2022,07-07,L 1:8,0,2.1,2,2,11,10,3,1,0,0,1,0,0,3,41,1.49,0.291,0.36,0.76,4.63,0.46,-1.11,-0.051,-,-,4
011826,67539,2022,07-10,W 9:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,17,1.48,0.29,0.25,0.5,4.55,0.04,0.56,0.003,-,-,3
011827,67539,2022,07-12,W 3:2,0,1.0,0,0,5,5,2,0,0,0,0,0,0,3,23,1.49,0.293,0.4,0.8,4.47,1.67,0.56,0.055,-,-,2
011828,67539,2022,07-14,W 10:7,0,0.1,2,2,3,3,2,0,0,1,0,0,0,1,14,1.52,0.297,0.67,2.33,4.76,1.85,-1.74,-0.366,BLSV,-,2
011829,67539,2022,07-26,L 1:6,0,2.2,1,1,11,11,4,1,0,0,0,0,0,2,35,1.52,0.3,0.36,0.82,4.7,0.32,-0.42,-0.06,-,-,7+
011830,67539,2022,07-29,L 7:8,0,3.0,0,0,11,11,2,1,0,0,0,0,0,4,46,1.48,0.295,0.18,0.46,4.48,0.85,1.67,0.172,-,-,3
011831,67539,2022,07-31,D 5:5,0,2.0,1,1,8,8,2,2,0,0,0,0,0,3,36,1.46,0.294,0.25,0.75,4.48,2.93,0.11,-0.163,BLSV,-,2
011832,67539,2022,08-05,W 7:2,1,6.0,1,1,21,19,3,0,0,0,2,0,0,4,81,1.41,0.285,0.24,0.4,4.23,0.99,2.33,0.219,64,W,5
011833,67539,2022,08-13,L 0:9,1,4.0,5,5,20,18,6,2,2,1,2,0,0,2,88,1.44,0.288,0.4,1.23,4.6,0.93,-2.78,-0.24,30,L,7+
011834,67539,2022,08-20,L 3:5,1,7.0,2,0,28,25,5,1,0,0,3,0,0,7,98,1.42,0.281,0.29,0.53,4.21,1.39,1.89,0.065,67,L,7
011835,67539,2022,08-26,W 8:3,1,6.0,2,2,25,24,6,0,0,1,0,0,1,5,86,1.39,0.279,0.28,0.66,4.13,1.08,1.33,0.102,57,W,6
011836,67539,2022,09-01,L 1:2,1,7.0,0,0,24,23,2,0,0,0,1,0,0,11,100,1.32,0.267,0.12,0.21,3.83,1.11,3.89,0.484,83,-,6
011837,67539,2022,09-08,W 2:1,1,7.0,1,1,27,24,4,3,0,0,2,0,0,6,96,1.29,0.261,0.23,0.52,3.66,1.18,2.89,0.32,69,-,7
011838,67539,2022,09-14,L 1:3,1,4.1,3,3,23,19,7,2,0,0,3,0,0,2,85,1.33,0.266,0.46,0.93,3.76,1.09,-1.2,-0.163,36,L,6
011839,67539,2022,09-20,W 8:6,1,5.1,3,3,23,21,7,3,0,0,2,0,0,4,93,1.35,0.269,0.39,0.87,3.82,1.06,0.61,0.045,44,-,6
011840,67539,2022,10-03,L 3:9,1,4.2,4,4,26,23,8,2,0,1,2,0,1,4,91,1.38,0.273,0.42,0.99,3.98,0.88,-1.69,-0.209,34,L,7+
011841,65933,2022,05-28,W 5:0,1,5.1,0,0,22,20,4,0,0,0,2,0,0,4,80,1.13,0.2,0.27,0.47,0.0,0.9,3.03,0.297,62,W,7+
011842,65933,2022,06-03,W 5:1,1,7.0,0,0,22,21,1,0,0,0,1,0,0,8,87,0.65,0.122,0.09,0.14,0.0,0.83,3.89,0.383,82,W,6
011843,65933,2022,06-10,W 9:1,1,5.0,1,1,22,20,6,0,0,0,2,0,0,3,84,0.92,0.18,0.36,0.66,0.52,0.59,1.78,0.081,52,W,7
011844,65933,2022,06-16,L 2:4,1,5.1,0,0,21,18,2,1,0,0,2,0,0,4,94,0.88,0.165,0.2,0.37,0.4,1.21,3.03,0.311,66,-,6
011845,65933,2022,06-22,W 11:0,1,6.0,0,0,22,20,3,1,0,0,2,0,0,7,98,0.87,0.162,0.23,0.43,0.31,0.23,3.33,0.072,71,W,6
011846,65933,2022,06-28,L 0:5,1,5.2,4,3,25,22,7,1,0,1,1,0,0,5,98,0.96,0.19,0.33,0.83,1.05,0.82,-0.79,-0.107,45,L,6
011847,65933,2022,07-05,W 1:0,1,6.0,0,0,22,21,4,0,0,0,0,0,0,7,93,0.92,0.19,0.19,0.38,0.89,1.05,3.33,0.355,71,-,7
011848,65933,2022,07-10,L 0:2,1,5.1,1,1,24,20,4,0,0,0,4,0,0,7,98,0.99,0.191,0.33,0.53,0.99,1.24,2.76,0.278,59,L,5
011849,65933,2022,07-22,W 5:4,1,6.0,4,3,24,22,5,0,0,2,2,0,0,5,97,1.01,0.196,0.29,0.79,1.39,0.83,0.31,-0.006,51,-,7+
011850,65933,2022,07-28,W 6:2,1,6.0,2,1,26,22,5,3,0,0,2,0,1,5,96,1.02,0.199,0.32,0.68,1.4,1.52,1.33,0.13,59,W,6
011851,65933,2022,08-03,L 2:15,1,5.0,6,3,25,23,9,1,0,1,1,0,0,5,96,1.1,0.218,0.42,0.98,1.72,1.02,-3.23,-0.263,35,L,6
011852,65933,2022,08-21,W 6:2,1,5.2,0,0,25,22,5,0,0,0,3,0,0,7,95,1.13,0.219,0.32,0.55,1.58,1.58,2.52,0.241,63,W,7+
011853,65933,2022,08-27,W 9:2,1,6.1,2,2,24,22,6,0,0,1,2,0,0,6,100,1.14,0.223,0.33,0.74,1.69,1.0,1.31,0.097,57,W,6
011854,65933,2022,09-03,L 3:7,1,5.0,4,4,22,20,5,2,0,0,0,0,2,4,80,1.13,0.225,0.32,0.67,2.03,0.92,-1.23,-0.138,45,L,7
011855,65933,2022,09-09,W 17:1,1,6.0,1,1,21,21,3,3,0,0,0,0,0,5,81,1.09,0.22,0.14,0.43,2.0,0.32,2.33,0.11,67,W,6
011856,65933,2022,09-15,W 6:0,1,7.0,0,0,25,22,2,1,0,0,2,0,1,6,94,1.05,0.211,0.2,0.34,1.85,0.97,3.89,0.348,77,W,6
011857,65933,2022,09-22,L 1:3,1,6.0,3,3,28,24,9,0,0,0,3,0,0,6,92,1.1,0.222,0.44,0.82,2.01,0.82,0.33,-0.099,45,L,7
011858,65933,2022,09-28,W 4:3,1,7.0,1,1,26,26,5,2,0,1,0,0,0,5,96,1.08,0.22,0.19,0.58,1.96,0.94,2.89,0.261,68,W,6
011859,65933,2022,10-05,W 7:3,1,6.0,3,3,25,25,7,1,0,1,0,0,0,9,97,1.08,0.224,0.28,0.72,2.1,0.94,0.33,0.14,55,W,7
011860,69745,2022,04-06,L 4:7,0,0.0,2,2,4,3,3,1,0,0,0,0,1,0,18,99.99,1.0,1.0,2.33,99.99,0.36,-3.73,-0.102,-,-,7+
011861,69745,2022,06-04,L 3:4,1,2.2,4,4,14,12,4,1,0,0,2,0,0,1,55,3.38,0.467,0.43,0.84,20.25,1.07,-1.68,-0.181,33,L,7+
011862,69745,2022,07-01,L 6:7,1,3.0,3,3,15,13,4,0,0,2,2,0,0,4,69,2.65,0.393,0.4,1.17,14.29,0.98,-1.34,-0.121,41,-,7+
011863,69745,2022,07-06,L 1:8,0,3.0,0,0,11,10,3,0,0,0,1,0,0,3,41,2.19,0.368,0.36,0.66,9.35,0.14,1.67,0.022,-,-,5
011864,69745,2022,07-29,W 11:2,0,2.0,0,0,8,8,3,0,0,0,0,0,0,3,26,2.06,0.37,0.38,0.75,7.59,0.01,1.11,0.001,-,-,7+
011865,64017,2022,04-15,L 7:9,0,1.0,0,0,4,4,1,1,0,0,0,0,0,1,17,1.0,0.25,0.25,0.75,0.0,0.34,0.56,0.014,-,-,7+
011866,64017,2022,04-19,W 5:0,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,13,1.0,0.25,0.25,0.5,0.0,0.19,0.56,0.014,-,-,4
011867,64017,2022,04-22,W 4:3,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,15,1.0,0.182,0.25,0.25,0.0,2.62,1.63,0.207,HLD,-,3
011868,64017,2022,04-23,W 4:3,0,2.0,0,0,7,6,1,0,0,0,0,0,0,0,28,0.8,0.176,0.17,0.33,0.0,1.05,1.11,0.107,-,W,1
011869,64017,2022,04-26,L 5:10,0,0.0,4,4,4,3,3,1,0,0,1,1,0,0,7,1.6,0.3,1.0,2.33,7.2,1.45,-2.67,-0.215,-,-,3
011870,64017,2022,04-28,W 5:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,14,1.33,0.261,0.0,0.0,6.0,1.16,0.56,0.088,-,W,2
