idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
008697,79229,2021,09-19,W 6:0,1,6.0,0,0,25,25,6,3,0,0,0,0,0,4,101,2.01,0.371,0.24,0.6,6.67,0.9,3.33,0.272,64,W,7
008698,79229,2021,09-24,W 8:2,1,5.0,2,1,21,19,5,1,0,1,2,0,0,0,68,1.96,0.363,0.33,0.81,6.27,1.25,0.78,0.059,49,W,5
008699,79229,2021,10-03,L 9:13,1,0.2,7,7,9,8,7,0,0,0,0,0,0,1,33,2.05,0.378,0.78,1.65,7.23,1.22,-4.98,-0.382,11,L,7+
008700,79229,2021,10-10,L 1:5,1,2.0,5,5,13,12,6,1,0,2,0,0,1,1,41,2.08,0.384,0.54,1.62,7.71,1.0,-3.89,-0.361,25,L,7
008701,63248,2021,04-04,W 2:1,0,1.1,0,0,6,4,0,0,0,0,2,0,0,3,32,1.5,0.0,0.33,0.33,0.0,1.48,0.14,-0.005,-,W,7+
008702,63248,2021,04-09,W 9:5,1,3.0,3,3,17,9,1,0,0,0,4,0,3,3,72,1.62,0.077,0.47,0.58,6.23,1.23,-1.2,-0.108,44,-,5
008703,63248,2021,04-15,W 6:4,1,3.0,1,1,12,12,3,2,0,0,0,0,0,3,49,1.36,0.16,0.25,0.67,4.91,0.94,0.67,0.03,52,-,6
008704,63248,2021,04-21,W 7:3,1,2.1,2,2,15,13,7,0,1,0,2,0,0,2,59,1.97,0.289,0.6,1.29,5.59,1.24,-1.31,-0.15,35,-,6
008705,63248,2021,05-02,L 4:6,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,14,1.78,0.268,0.0,0.0,5.06,0.43,0.56,0.032,-,-,7+
008706,63248,2021,05-06,W 7:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,14,1.71,0.25,0.25,0.25,4.63,0.3,0.56,0.008,-,-,4
008707,63248,2021,05-09,L 4:5,0,1.1,1,1,7,5,0,0,0,0,2,0,0,1,35,1.69,0.224,0.29,0.29,4.85,1.25,0.14,0.001,-,L,3
008708,63248,2021,09-14,D 3:3,0,0.2,0,0,3,3,2,0,0,0,0,0,0,0,11,1.76,0.25,0.67,1.33,4.61,1.98,0.3,0.056,HLD,-,7+
008709,63248,2021,09-17,L 4:6,0,0.2,1,1,3,3,1,0,0,1,0,0,0,1,9,1.74,0.255,0.33,1.67,5.02,0.27,-0.7,-0.071,-,-,3
008710,63248,2021,09-21,L 6:15,0,1.0,1,1,4,4,1,0,0,1,0,0,0,0,15,1.7,0.254,0.25,1.25,5.28,0.19,-0.45,-0.029,-,-,4
008711,63248,2021,10-11,L 2:4,0,0.2,1,1,3,1,0,0,0,0,1,0,0,0,13,1.69,0.25,0.5,0.5,5.63,1.78,0.17,0.016,-,L,7+
008712,63248,2021,10-14,W 13:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,11,1.59,0.238,0.0,0.0,5.29,0.04,0.56,0.003,-,-,3
008713,63248,2021,10-17,W 11:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,14,1.56,0.239,0.25,0.5,5.0,0.02,0.56,0.001,-,-,3
008714,63248,2021,10-20,L 5:6,0,2.0,0,0,8,7,2,0,0,0,1,1,0,1,26,1.55,0.243,0.38,0.66,4.5,0.43,2.13,0.047,-,-,3
008715,63248,2021,10-24,L 4:5,0,1.0,1,0,5,5,1,0,0,0,0,0,0,1,14,1.52,0.241,0.2,0.4,4.29,1.37,-2.05,-0.193,-,-,4
008716,63248,2021,10-25,D 4:4,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,3,1.57,0.25,1.0,2.0,4.29,1.73,-0.4,-0.07,-,-,1
008717,64861,2021,04-09,L 5:9,1,3.0,5,5,18,10,3,1,0,0,6,0,1,0,59,3.0,0.3,0.56,0.96,15.0,1.15,-2.97,-0.297,27,-,7+
008718,64861,2021,04-15,W 9:3,1,3.0,1,1,16,11,2,1,0,0,5,0,0,2,69,2.67,0.238,0.44,0.71,9.0,1.31,-0.35,-0.057,48,-,6
008719,64861,2021,04-21,L 4:14,1,3.2,7,7,24,15,8,1,0,3,6,0,0,1,90,3.1,0.361,0.61,1.81,12.1,0.74,-5.03,-0.321,12,L,6
008720,64861,2021,06-05,L 5:8,0,1.2,0,0,6,5,0,0,0,0,1,0,0,2,33,2.74,0.317,0.17,0.17,10.32,0.12,1.28,0.011,-,-,7+
008721,64861,2021,06-09,L 3:7,1,1.1,3,3,8,7,3,1,0,1,1,0,0,0,33,2.76,0.333,0.5,1.5,11.37,0.81,-2.46,-0.239,35,-,4
008722,51516,2021,04-09,L 2:7,1,5.0,6,6,24,20,5,3,0,0,4,0,0,6,88,1.8,0.25,0.38,0.78,10.8,0.74,-3.23,-0.28,35,L,7+
008723,51516,2021,04-15,L 5:10,1,3.2,5,5,19,13,3,1,0,0,6,0,0,2,95,2.08,0.242,0.47,0.78,11.42,1.37,-1.25,-0.172,31,L,6
008724,51516,2021,04-21,W 10:9,1,5.0,5,5,23,20,6,1,0,2,3,0,0,4,90,1.98,0.264,0.39,1.04,10.54,1.16,-2.23,-0.397,36,-,6
008725,51516,2021,05-30,L 4:5,1,3.2,5,5,18,11,3,1,0,0,4,0,0,4,90,1.96,0.266,0.41,0.78,10.9,1.14,-3.17,-0.347,35,L,7+
008726,51516,2021,06-05,L 1:8,0,1.1,0,0,6,5,1,0,0,0,1,0,0,1,30,1.93,0.261,0.33,0.53,10.13,0.52,0.81,0.032,-,-,6
008727,51516,2021,06-13,W 8:6,0,1.1,0,0,4,4,0,0,0,0,0,0,0,2,22,1.8,0.247,0.0,0.0,9.45,1.16,1.02,0.118,-,W,7+
008728,51516,2021,06-15,L 2:3,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,23,1.76,0.237,0.25,0.25,9.0,0.77,0.56,0.043,-,-,2
008729,51516,2021,06-16,L 3:4,0,1.0,1,1,6,5,2,0,0,0,1,0,0,1,23,1.82,0.247,0.5,0.9,9.0,1.75,-0.45,-0.16,-,L,1
008730,51516,2021,06-19,L 1:9,0,1.2,0,0,9,8,3,0,0,0,1,0,0,0,37,1.86,0.258,0.44,0.82,8.37,0.03,0.02,-0.005,-,-,3
008731,51516,2021,06-22,L 2:5,0,0.2,0,0,3,2,1,0,0,0,1,1,0,0,11,1.89,0.264,0.67,1.17,8.14,0.45,0.47,0.0,-,-,3
008732,51516,2021,06-24,L 4:6,0,0.1,2,2,5,3,2,0,0,0,1,0,1,0,22,1.99,0.277,0.8,1.47,8.76,2.01,-2.1,-0.294,-,L,2
008733,51516,2021,06-26,W 4:3,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,7,1.93,0.271,0.0,0.0,8.53,1.26,0.6,0.067,-,-,2
008734,51516,2021,06-29,W 13:5,0,0.2,2,2,4,3,1,0,0,0,1,0,0,1,18,1.96,0.273,0.5,0.83,9.0,0.71,0.09,0.003,-,-,3
008735,51516,2021,06-30,L 5:6,0,0.1,0,0,2,1,0,0,0,0,1,0,0,0,7,1.97,0.27,0.5,0.5,8.89,1.33,-0.02,-0.002,-,-,1
008736,51516,2021,07-04,W 6:4,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,16,1.94,0.262,0.25,0.25,8.56,4.12,1.57,0.262,-,W,4
008737,51516,2021,07-09,W 9:5,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,29,1.91,0.255,0.25,0.25,8.26,1.29,0.56,0.051,HLD,-,5
008738,51516,2021,07-10,L 2:3,0,0.2,0,0,4,4,2,0,0,0,0,0,0,0,8,1.93,0.264,0.5,1.0,8.07,0.52,0.09,0.003,-,-,1
008739,51516,2021,08-11,W 5:4,0,1.0,0,0,3,2,0,0,0,0,1,0,0,1,19,1.9,0.259,0.33,0.33,7.8,1.98,0.56,0.108,HLD,-,7+
008740,51516,2021,08-14,W 4:3,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,16,1.87,0.259,0.25,0.5,7.55,1.33,0.56,0.075,-,W,3
008741,51516,2021,08-18,W 3:0,0,0.1,0,0,2,2,1,0,0,0,0,0,0,0,8,1.88,0.263,0.5,1.0,7.47,1.45,0.25,0.018,HLD,-,4
008742,51516,2021,08-22,L 1:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,10,1.82,0.256,0.0,0.0,7.24,0.1,0.56,0.008,-,-,4
008743,51516,2021,08-23,W 6:2,0,0.0,0,0,2,1,1,0,0,0,1,0,0,0,14,1.89,0.262,1.0,2.0,7.24,0.68,-1.52,-0.064,-,-,1
008744,51516,2021,08-25,L 6:11,0,0.2,0,0,4,4,1,0,0,0,0,0,0,1,23,1.88,0.262,0.25,0.5,7.09,0.74,-0.43,-0.048,-,-,2
008745,51516,2021,08-29,W 4:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,16,1.82,0.256,0.0,0.0,6.88,0.98,0.56,0.074,HLD,-,4
008746,51516,2021,09-03,W 6:3,0,1.0,0,0,4,3,1,1,0,0,1,0,0,1,22,1.83,0.258,0.5,1.17,6.69,2.11,0.56,0.07,HLD,-,5
008747,51516,2021,09-08,W 5:4,1,1.0,1,1,5,4,1,0,0,0,1,0,0,1,23,1.83,0.257,0.4,0.65,6.75,1.12,-0.45,-0.057,47,-,5
008748,51516,2021,09-12,L 3:8,0,0.1,0,0,2,2,1,0,0,0,0,0,0,0,7,1.84,0.261,0.5,1.0,6.69,0.28,-1.53,-0.051,-,-,4
008749,51516,2021,09-12,W 3:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,19,1.82,0.255,0.25,0.25,6.51,0.77,0.56,0.055,-,W,0
008750,51516,2021,09-15,W 6:3,0,2.0,0,0,7,6,0,0,0,0,1,0,0,1,25,1.75,0.245,0.14,0.14,6.18,0.88,1.11,0.109,HLD,-,3
008751,51516,2021,09-16,L 4:7,0,0.2,2,2,6,4,2,2,0,0,2,0,0,1,24,1.83,0.252,0.67,1.67,6.53,0.74,-2.08,-0.154,-,-,1
008752,51516,2021,09-19,W 3:1,0,0.1,0,0,2,1,0,0,0,0,1,1,0,1,8,1.83,0.25,0.5,0.5,6.47,2.53,0.34,0.053,-,-,3
008753,51516,2021,09-22,W 17:8,0,1.0,1,1,5,4,1,0,0,1,1,0,0,1,18,1.84,0.25,0.4,1.4,6.53,0.64,-0.45,0.002,-,-,3
008754,51516,2021,09-24,L 4:9,0,0.2,2,2,7,2,1,0,0,0,3,1,1,0,21,1.9,0.253,0.83,1.33,6.86,2.05,-2.75,-0.309,-,L,2
008755,51516,2021,09-25,W 12:6,0,0.2,0,0,5,2,0,0,0,0,2,0,1,0,17,1.92,0.25,0.6,0.6,6.75,2.88,-0.26,-0.053,HLD,-,1
008756,51516,2021,09-28,L 2:5,0,0.2,0,0,3,2,0,0,0,0,1,0,0,1,13,1.92,0.247,0.33,0.33,6.65,0.28,0.23,0.008,-,-,3
008757,51516,2021,10-01,W 3:2,0,0.1,0,0,3,0,0,0,0,0,2,0,0,0,17,1.95,0.247,1.0,0.0,6.6,2.32,-0.42,-0.074,HLD,-,3
008758,51516,2021,10-16,L 4:8,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,12,1.94,0.244,0.33,0.33,6.5,1.28,0.73,0.054,-,-,7+
008759,51516,2021,10-23,D 15:15,0,1.0,0,0,6,4,1,0,0,0,2,0,0,2,28,1.96,0.244,0.5,0.75,6.35,0.4,0.56,0.013,-,-,7
008760,51516,2021,10-27,L 2:3,0,0.1,0,0,3,2,1,0,0,0,1,0,0,1,18,1.99,0.247,0.67,1.17,6.31,0.92,-0.42,-0.024,-,-,4
008761,62754,2021,04-10,L 2:9,1,3.2,8,8,23,18,7,2,0,2,3,0,2,4,85,2.73,0.389,0.52,1.36,19.64,0.92,-5.9,-0.433,16,L,7+
008762,62754,2021,04-16,W 11:6,1,3.2,4,4,19,16,5,1,0,1,2,0,1,3,71,2.32,0.353,0.42,0.98,14.73,1.18,-0.6,-0.08,36,-,6
008763,62754,2021,04-27,W 4:3,1,6.0,3,3,23,19,2,0,0,0,3,0,1,2,90,1.65,0.264,0.26,0.37,10.13,1.23,0.33,-0.056,55,-,7+
008764,62754,2021,05-02,L 2:9,1,5.1,4,4,25,20,7,1,0,0,3,0,0,2,91,1.71,0.288,0.42,0.82,9.16,1.18,-0.24,-0.128,37,L,5
008765,62754,2021,05-09,L 3:5,1,5.2,3,3,27,24,7,1,0,0,1,0,1,3,95,1.64,0.289,0.35,0.68,8.14,1.0,-0.21,-0.075,45,-,7
008766,62754,2021,05-14,L 2:5,1,5.0,1,1,22,18,5,1,0,0,2,0,1,4,89,1.6,0.287,0.38,0.71,7.06,1.51,1.78,0.18,55,-,5
008767,62754,2021,05-22,W 9:4,1,7.0,2,2,27,24,5,0,0,0,1,0,0,4,101,1.46,0.273,0.23,0.44,6.19,0.67,1.89,0.13,62,W,7+
008768,62754,2021,05-28,W 7:6,1,6.1,1,1,24,24,5,2,0,1,0,0,0,7,97,1.36,0.264,0.21,0.62,5.48,1.0,2.59,0.253,66,-,6
008769,62754,2021,06-04,W 4:3,1,6.0,1,1,22,22,4,0,0,0,0,0,0,6,101,1.27,0.254,0.18,0.36,4.99,1.03,2.93,0.285,66,-,7
008770,62754,2021,06-10,L 2:4,1,6.2,3,3,28,28,8,0,0,1,0,0,0,4,99,1.27,0.258,0.29,0.68,4.88,0.57,1.63,0.024,50,L,6
008771,62754,2021,06-17,L 3:6,1,6.0,3,3,28,26,9,2,0,1,1,0,1,1,95,1.3,0.268,0.39,0.93,4.84,1.08,0.33,-0.044,42,-,7
008772,62754,2021,06-23,W 2:1,1,6.0,1,1,22,22,4,0,0,0,0,0,0,9,95,1.25,0.261,0.18,0.36,4.54,1.38,2.33,0.249,69,W,6
008773,62754,2021,06-29,L 3:7,1,5.0,3,3,22,21,7,1,0,2,1,0,0,6,94,1.27,0.266,0.36,1.03,4.6,0.8,-0.62,-0.161,46,-,6
008774,62754,2021,07-07,W 4:1,1,7.0,0,0,24,20,2,0,0,0,4,0,0,7,94,1.24,0.255,0.25,0.35,4.2,1.09,3.89,0.443,76,-,7+
008775,62754,2021,08-10,W 4:1,1,5.0,1,1,21,18,4,1,0,0,1,0,1,6,81,1.22,0.253,0.3,0.58,4.06,1.18,1.78,0.143,60,-,7+
008776,62754,2021,08-15,L 5:10,1,1.2,7,7,13,11,6,2,0,1,2,0,0,1,51,1.29,0.263,0.62,1.62,4.71,1.22,-3.71,-0.397,14,L,5
008777,62754,2021,08-22,L 1:6,1,5.2,1,1,22,21,5,1,0,0,1,0,0,3,100,1.28,0.261,0.27,0.56,4.52,1.12,1.99,0.178,57,-,7
008778,62754,2021,08-28,L 4:12,1,5.0,7,7,24,21,7,3,0,2,3,0,0,4,84,1.31,0.265,0.42,1.18,4.93,0.87,-4.23,-0.371,26,L,6
008779,62754,2021,09-04,L 2:6,1,4.1,5,5,23,17,5,0,0,0,4,0,1,6,92,1.35,0.267,0.44,0.73,5.17,1.67,-0.88,-0.135,35,L,7
008780,62754,2021,09-10,L 3:4,1,5.0,4,3,24,21,7,3,1,0,2,0,0,6,93,1.37,0.27,0.39,0.96,5.18,0.83,-1.23,-0.184,43,L,6
008781,62754,2021,09-16,W 6:5,1,7.0,2,2,27,24,4,0,0,1,2,0,0,6,90,1.34,0.264,0.22,0.51,5.02,0.84,1.89,0.249,65,W,6
008782,62754,2021,09-22,W 7:2,1,7.0,2,1,28,27,6,2,0,0,0,0,0,6,89,1.31,0.262,0.21,0.51,4.8,0.56,1.89,-0.014,65,W,6
008783,62754,2021,09-28,L 9:10,1,4.0,6,6,21,17,5,0,0,1,4,0,0,5,83,1.34,0.263,0.43,0.9,5.08,1.03,-3.78,-0.259,29,-,6
008784,62754,2021,10-05,L 3:13,1,5.0,3,3,23,22,6,1,0,0,1,0,0,2,79,1.34,0.263,0.3,0.62,5.09,0.83,-0.23,-0.106,44,L,7
008785,62754,2021,10-10,W 5:0,1,6.0,0,0,22,21,2,0,0,0,1,0,0,6,94,1.3,0.257,0.14,0.23,4.87,0.94,3.33,0.332,73,W,5
008786,62754,2021,10-16,W 6:4,1,5.0,4,4,24,23,10,3,0,0,0,0,0,7,103,1.33,0.264,0.42,0.98,4.95,1.21,-1.23,-0.187,38,W,6
008787,62754,2021,10-22,W 5:3,1,7.0,3,3,27,22,4,2,0,0,3,0,1,4,96,1.31,0.261,0.3,0.57,4.9,0.86,0.89,0.022,58,W,6
008788,62754,2021,10-28,W 5:3,1,6.0,3,3,27,25,7,0,0,2,0,0,1,5,90,1.31,0.262,0.3,0.82,4.88,1.18,0.33,0.017,51,W,6
008789,77318,2021,04-10,L 1:18,1,3.0,6,5,19,16,7,1,0,0,3,0,0,5,69,3.33,0.438,0.53,1.03,15.0,0.97,-3.68,-0.309,25,L,7+
008790,77318,2021,04-16,L 1:9,1,4.0,3,3,19,17,5,0,0,0,2,0,0,2,75,2.43,0.364,0.37,0.66,10.29,1.38,0.2,-0.023,40,L,6
008791,77318,2021,04-22,L 3:8,1,4.0,6,4,21,18,6,1,0,0,3,0,0,2,73,2.36,0.353,0.43,0.82,9.82,0.65,-4.41,-0.346,29,L,6
008792,77318,2021,04-28,L 0:4,1,3.0,2,2,13,11,2,0,0,0,2,0,0,1,50,2.14,0.323,0.31,0.49,9.0,1.12,-0.34,-0.076,46,L,6
008793,77318,2021,05-01,W 11:3,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,13,2.07,0.308,0.25,0.25,8.4,0.02,0.56,0.001,-,-,3
008794,77318,2021,05-09,W 5:4,1,2.0,1,1,11,9,3,1,0,0,2,0,0,0,54,2.12,0.311,0.46,0.9,7.94,1.28,0.11,-0.003,44,-,7+
008795,77318,2021,05-30,L 1:5,1,4.0,3,3,23,18,7,1,0,0,5,0,0,2,91,2.29,0.326,0.52,0.97,7.71,1.37,-1.13,-0.175,33,L,7+
008796,77318,2021,06-06,W 13:10,1,5.1,3,3,23,19,4,1,0,0,3,0,0,3,85,2.09,0.306,0.32,0.58,7.18,1.02,0.76,-0.005,48,-,7
008797,77318,2021,06-12,L 2:7,1,5.1,2,0,26,21,6,0,0,0,5,2,0,5,104,2.08,0.303,0.42,0.71,5.97,1.16,-0.24,0.003,52,L,6
008798,77318,2021,06-18,W 4:3,1,5.0,1,1,24,19,5,0,0,0,4,0,1,4,99,2.05,0.298,0.42,0.68,5.4,1.28,1.78,0.136,53,-,6
008799,77318,2021,06-25,L 0:2,1,5.0,2,2,22,17,4,1,1,0,5,0,0,5,97,2.02,0.292,0.41,0.82,5.18,1.12,0.78,0.008,51,L CG,7
008800,77318,2021,07-01,L 3:10,1,3.1,6,4,19,16,6,1,0,1,2,0,0,2,68,2.04,0.299,0.42,1.05,5.6,0.9,-5.48,-0.4,28,L,6
008801,77318,2021,08-14,D 9:9,1,2.0,5,5,14,9,4,1,0,1,3,0,1,0,53,2.11,0.306,0.57,1.46,6.32,1.45,-3.29,-0.354,25,-,7+
008802,77318,2021,08-20,L 1:9,1,6.0,4,4,28,27,8,3,0,0,0,0,1,2,105,2.02,0.305,0.32,0.73,6.28,0.65,-0.67,-0.146,42,L,6
008803,77318,2021,08-26,D 4:4,1,7.0,2,2,24,23,5,0,0,1,1,0,0,4,93,1.88,0.296,0.25,0.6,5.85,0.78,1.89,0.084,62,-,6
008804,77318,2021,09-01,L 3:8,1,4.1,4,4,23,19,6,0,0,0,3,0,1,5,89,1.9,0.298,0.44,0.75,6.02,1.24,-2.2,-0.346,37,L,6
008805,77318,2021,09-07,L 4:16,1,3.2,9,9,22,17,6,0,0,1,4,0,1,4,89,1.94,0.301,0.5,1.03,6.88,0.65,-5.25,-0.305,13,L,6
008806,77318,2021,09-12,D 6:6,0,1.0,1,1,4,3,1,0,0,0,0,0,0,1,15,1.93,0.301,0.25,0.58,6.91,1.18,-0.45,-0.025,HLD,-,5
008807,77318,2021,09-16,D 8:8,0,0.0,2,1,3,2,2,1,0,0,0,0,1,0,7,1.96,0.306,1.0,2.5,7.04,0.21,-2.22,-0.034,-,-,4
008808,68703,2021,04-07,W 17:0,0,2.0,0,0,8,5,0,0,0,0,3,0,0,2,41,1.5,0.0,0.38,0.38,0.0,0.99,1.33,0.096,-,W,7+
008809,68703,2021,04-13,L 3:4,1,1.0,4,4,10,3,2,0,0,0,6,0,0,1,49,3.67,0.25,0.8,1.47,12.0,1.23,-4.31,-0.313,28,L,6
008810,61101,2021,04-13,L 2:8,1,3.1,4,4,17,13,5,2,0,0,3,0,0,0,67,2.4,0.385,0.5,1.04,10.8,0.73,-2.02,-0.214,31,L,7+
008811,61101,2021,04-24,L 5:19,1,1.1,8,7,14,8,5,1,0,0,5,0,0,2,65,3.86,0.476,0.77,1.52,21.21,1.32,-5.54,-0.535,11,L,7+
008812,61101,2021,06-22,W 14:1,1,7.0,1,1,25,20,2,0,0,1,4,0,1,4,92,2.06,0.293,0.28,0.53,9.26,0.58,2.89,0.195,69,W,7+
008813,61101,2021,07-01,L 1:6,1,6.0,6,3,29,25,7,0,0,1,3,1,0,4,87,1.92,0.288,0.36,0.76,7.64,0.69,-2.67,-0.324,41,L,7+
008814,61101,2021,08-13,L 0:2,1,6.0,2,1,23,21,4,0,0,0,1,0,0,5,78,1.65,0.264,0.23,0.42,6.08,1.02,1.33,0.045,62,L,7+
008815,61101,2021,08-19,W 1:0,1,6.1,0,0,24,22,3,0,0,0,2,0,0,4,92,1.47,0.239,0.21,0.34,4.8,1.02,2.91,0.298,69,-,6
008816,61101,2021,08-26,W 4:3,1,4.1,1,1,20,18,5,1,0,1,2,0,0,4,77,1.49,0.244,0.35,0.85,4.46,1.07,0.31,-0.002,51,-,7
008817,61101,2021,09-08,L 3:5,1,5.1,4,4,26,19,4,1,0,1,5,0,1,5,102,1.51,0.24,0.4,0.82,4.76,1.25,-0.97,-0.18,44,L,7+
008818,61101,2021,09-14,D 3:3,1,5.2,2,2,22,21,4,0,0,1,1,0,0,4,89,1.43,0.234,0.23,0.56,4.57,1.19,1.21,0.104,56,-,6
008819,61101,2021,09-19,W 4:3,1,7.0,3,2,29,25,5,0,1,1,2,0,0,6,94,1.38,0.229,0.25,0.65,4.3,1.22,0.89,0.097,61,-,5
008820,61101,2021,09-25,D 0:0,1,7.0,0,0,23,22,3,2,0,0,1,0,0,3,92,1.28,0.22,0.17,0.4,3.79,1.08,3.89,0.443,73,-,6
008821,61101,2021,10-01,L 0:2,1,5.2,2,2,21,19,3,0,0,0,2,0,0,5,85,1.25,0.215,0.24,0.4,3.74,1.03,2.79,0.279,58,L,6
008822,61101,2021,10-06,L 3:11,1,6.2,3,3,27,24,4,0,1,0,2,0,1,7,103,1.21,0.21,0.26,0.51,3.77,1.15,0.35,-0.147,59,L,5
008823,61101,2021,10-13,D 4:4,1,5.0,2,2,23,22,7,1,0,0,1,0,0,3,90,1.24,0.219,0.35,0.71,3.76,1.45,0.78,0.123,47,-,7
008824,61101,2021,10-19,L 4:5,1,5.0,5,5,22,21,6,0,1,1,1,0,0,4,71,1.25,0.223,0.32,0.84,4.08,0.81,-2.23,-0.201,38,L,6
008825,61101,2021,10-24,D 3:3,1,4.1,2,2,22,17,4,0,0,0,5,0,0,1,92,1.29,0.224,0.41,0.64,4.08,1.33,0.05,-0.023,43,-,5
008826,61101,2021,10-29,W 4:1,1,4.2,0,0,20,19,5,1,0,0,1,0,0,6,70,1.29,0.226,0.3,0.62,3.87,1.18,1.96,0.194,59,-,5
008827,61101,2021,11-07,L 3:10,1,2.1,3,3,11,11,4,2,0,1,0,0,0,2,38,1.71,0.364,0.36,1.18,11.57,1.06,-1.63,-0.201,39,L,7+
008828,65616,2021,04-07,W 8:7,0,2.1,0,0,10,9,1,1,0,0,0,0,1,3,46,0.43,0.111,0.2,0.42,0.0,1.45,0.04,-0.016,-,-,7+
008829,65616,2021,04-13,L 0:8,1,2.0,6,6,16,13,7,1,0,0,3,0,0,2,56,2.54,0.364,0.62,1.24,12.46,1.1,-3.75,-0.287,17,L,6
008830,65616,2021,04-24,L 4:8,1,4.0,5,5,19,19,8,0,1,2,0,0,0,0,79,2.28,0.39,0.42,1.26,11.88,0.66,-3.18,-0.327,26,L,7+
008831,65616,2021,05-30,L 3:4,1,6.0,3,3,24,21,5,1,0,0,1,0,1,4,95,1.74,0.339,0.29,0.58,8.79,0.83,0.33,-0.057,53,-,7+
008832,65616,2021,06-06,L 0:10,1,3.2,7,7,20,16,6,1,0,1,3,0,1,1,73,1.89,0.346,0.5,1.12,10.5,0.92,-3.32,-0.27,19,L,7
008833,65616,2021,06-13,W 6:3,1,5.0,2,2,23,19,5,0,0,1,4,0,0,5,83,1.87,0.33,0.39,0.81,9.0,0.92,0.78,0.089,50,W,7
008834,65616,2021,06-19,L 2:7,1,4.0,7,7,22,18,6,2,0,1,3,0,1,1,71,1.93,0.33,0.46,1.07,10.0,1.05,-4.78,-0.362,20,L,6
008835,65616,2021,06-25,L 5:14,1,3.0,7,7,19,16,8,2,0,1,3,0,0,1,70,2.1,0.351,0.58,1.39,11.1,0.65,-5.34,-0.337,13,L,6
008836,65616,2021,09-12,L 2:8,0,3.0,0,0,9,9,0,0,0,0,0,0,0,2,40,1.91,0.329,0.0,0.0,10.09,0.31,1.67,0.072,-,-,7+
008837,65616,2021,09-15,W 5:3,1,3.0,3,3,16,15,6,0,1,0,1,0,0,2,48,1.94,0.335,0.44,0.97,10.0,0.97,-1.34,-0.161,36,-,3
008838,65616,2021,09-21,L 5:11,0,4.0,3,1,17,15,3,0,0,1,2,0,0,1,54,1.88,0.324,0.29,0.69,9.23,0.26,-0.78,-0.048,-,-,6
008839,65616,2021,09-29,L 1:4,1,4.0,4,4,20,16,6,3,0,1,3,0,0,1,76,1.91,0.328,0.45,1.2,9.2,0.83,-1.78,-0.23,32,L CG,7+
008840,65616,2021,10-05,L 3:13,0,1.0,3,3,7,6,3,0,1,0,1,0,0,1,31,1.96,0.333,0.57,1.4,9.6,0.26,-2.45,-0.049,-,-,6
008841,65616,2021,10-10,W 3:1,1,4.0,1,1,16,13,5,0,0,0,2,0,1,1,71,1.94,0.337,0.5,0.88,9.0,1.05,1.22,0.075,47,-,5
008842,65616,2021,10-17,D 3:3,1,3.0,2,2,16,12,3,1,0,0,4,0,0,0,71,1.96,0.332,0.44,0.77,8.83,1.5,-0.34,-0.076,41,-,7
008843,65616,2021,10-23,L 2:5,1,5.0,0,0,21,20,6,0,0,0,1,0,0,3,75,1.91,0.329,0.33,0.63,8.05,1.2,1.76,0.141,57,-,6
008844,61295,2021,04-07,W 10:6,0,3.1,0,0,14,13,3,1,0,0,1,0,0,4,63,1.2,0.231,0.29,0.59,0.0,0.58,-0.52,-0.107,-,W,7+
008845,61295,2021,04-13,W 4:2,1,5.0,2,1,18,17,2,0,0,1,1,0,0,4,76,0.84,0.167,0.17,0.46,1.08,1.08,0.78,0.003,60,W,6
008846,61295,2021,04-24,L 6:9,1,4.0,6,6,23,20,9,0,0,2,2,0,0,0,86,1.46,0.28,0.48,1.23,5.11,1.08,-4.18,-0.448,18,L,7+
008847,61295,2021,04-30,L 3:4,1,2.1,4,4,12,9,2,1,0,0,2,0,0,2,49,1.5,0.271,0.33,0.67,6.75,1.06,-1.58,-0.194,37,L,6
008848,61295,2021,06-20,L 4:8,0,1.0,4,4,7,5,2,0,0,0,2,0,0,2,25,1.66,0.281,0.57,0.97,8.62,0.74,-2.31,-0.097,-,-,7+
008849,61295,2021,06-25,W 11:10,0,2.0,0,0,7,7,1,0,0,0,0,0,0,1,23,1.53,0.268,0.14,0.29,7.64,0.3,1.11,0.045,-,-,5
